0.00	nan	nan	nan	nan	nan	nan	nan	nan
21.53	-115.59	-109.74	-103.65	-97.66	-91.65	-85.55	-79.52	-73.49
43.07	-115.53	-109.52	-103.68	-97.42	-91.58	-85.70	-79.60	-73.50
64.60	-115.81	-109.68	-103.58	-97.48	-91.63	-85.67	-79.63	-73.40
86.13	-115.75	-109.59	-103.44	-97.62	-91.50	-85.46	-79.46	-73.34
107.67	-115.64	-109.41	-103.51	-97.41	-91.38	-85.57	-79.35	-73.53
129.20	-115.52	-109.45	-103.68	-97.55	-91.33	-85.61	-79.34	-73.68
150.73	-115.62	-109.45	-103.68	-97.72	-91.33	-85.71	-79.39	-73.63
172.27	-115.73	-109.61	-103.57	-97.77	-91.66	-85.81	-79.53	-73.46
193.80	-115.58	-109.42	-103.70	-97.63	-91.65	-85.72	-79.40	-73.68
215.33	-115.81	-109.59	-103.58	-97.70	-91.54	-85.51	-79.36	-73.58
236.87	-115.66	-109.67	-103.54	-97.71	-91.62	-85.63	-79.61	-73.64
258.40	-115.60	-109.69	-103.67	-97.61	-91.76	-85.59	-79.65	-73.54
279.93	-115.61	-109.63	-103.87	-97.60	-91.63	-85.51	-79.75	-73.54
301.46	-115.64	-109.60	-103.81	-97.58	-91.58	-85.44	-79.59	-73.60
323.00	-115.67	-109.49	-103.60	-97.73	-91.56	-85.54	-79.61	-73.44
344.53	-115.68	-109.60	-103.59	-97.77	-91.57	-85.75	-79.48	-73.37
366.06	-115.58	-109.49	-103.68	-97.70	-91.56	-85.57	-79.38	-73.47
387.60	-115.59	-109.71	-103.77	-97.61	-91.59	-85.48	-79.38	-73.57
409.13	-115.65	-109.84	-103.61	-97.57	-91.59	-85.39	-79.51	-73.59
430.66	-115.64	-109.68	-103.54	-97.66	-91.28	-85.40	-79.48	-73.57
452.20	-115.71	-109.64	-103.50	-97.69	-91.22	-85.60	-79.63	-73.45
473.73	-115.63	-109.63	-103.58	-97.88	-91.40	-85.63	-79.56	-73.55
495.26	-115.62	-109.36	-103.69	-97.76	-91.48	-85.69	-79.31	-73.52
516.80	-115.78	-109.52	-103.73	-97.60	-91.62	-85.63	-79.46	-73.61
538.33	-115.70	-109.69	-103.71	-97.42	-91.67	-85.33	-79.57	-73.39
559.86	-115.80	-109.46	-103.69	-97.39	-91.59	-85.30	-79.54	-73.43
581.40	-115.78	-109.50	-103.66	-97.47	-91.61	-85.34	-79.47	-73.68
602.93	-115.74	-109.71	-103.67	-97.43	-91.65	-85.60	-79.49	-73.48
624.46	-115.54	-109.72	-103.68	-97.61	-91.49	-85.56	-79.31	-73.35
646.00	-115.63	-109.68	-103.59	-97.90	-91.45	-85.59	-79.24	-73.44
667.53	-115.54	-109.58	-103.58	-97.99	-91.46	-85.57	-79.21	-73.54
689.06	-115.69	-109.62	-103.68	-97.75	-91.40	-85.61	-79.27	-73.53
710.60	-115.90	-109.72	-103.69	-97.56	-91.50	-85.53	-79.35	-73.39
732.13	-115.90	-109.62	-103.57	-97.63	-91.68	-85.43	-79.43	-73.31
753.66	-115.74	-109.54	-103.45	-97.56	-91.65	-85.50	-79.61	-73.23
775.20	-115.84	-109.58	-103.38	-97.84	-91.67	-85.46	-79.62	-73.45
796.73	-115.78	-109.53	-103.35	-97.79	-91.56	-85.63	-79.48	-73.53
818.26	-115.63	-109.61	-103.44	-97.60	-91.38	-85.65	-79.52	-73.40
839.79	-115.76	-109.50	-103.39	-97.50	-91.56	-85.52	-79.50	-73.46
861.33	-115.90	-109.57	-103.66	-97.42	-91.72	-85.59	-79.64	-73.60
882.86	-115.61	-109.59	-103.64	-97.50	-91.60	-85.52	-79.26	-73.67
904.39	-115.49	-109.92	-103.60	-97.66	-91.50	-85.46	-79.37	-73.75
925.93	-115.76	-109.89	-103.49	-97.73	-91.48	-85.42	-79.62	-73.38
947.46	-115.79	-109.81	-103.41	-97.71	-91.69	-85.50	-79.69	-73.47
968.99	-115.45	-109.58	-103.36	-97.53	-91.68	-85.53	-79.67	-73.26
990.53	-115.51	-109.37	-103.45	-97.48	-91.72	-85.54	-79.56	-73.39
1012.06	-115.81	-109.43	-103.53	-97.72	-91.82	-85.49	-79.46	-73.56
1033.59	-115.70	-109.54	-103.52	-97.71	-91.63	-85.61	-79.49	-73.44
1055.13	-115.86	-109.65	-103.73	-97.69	-91.62	-85.67	-79.39	-73.17
1076.66	-115.86	-109.65	-103.61	-97.62	-91.62	-85.51	-79.56	-73.34
1098.19	-115.76	-109.75	-103.59	-97.62	-91.48	-85.68	-79.45	-73.38
1119.73	-115.71	-109.56	-103.65	-97.56	-91.49	-85.71	-79.46	-73.43
1141.26	-115.71	-109.51	-103.80	-97.51	-91.42	-85.63	-79.61	-73.51
1162.79	-115.75	-109.64	-103.71	-97.61	-91.53	-85.62	-79.48	-73.41
1184.33	-115.77	-109.41	-103.57	-97.69	-91.58	-85.57	-79.44	-73.47
1205.86	-115.80	-109.41	-103.51	-97.64	-91.37	-85.30	-79.67	-73.42
1227.39	-115.70	-109.57	-103.67	-97.58	-91.39	-85.48	-79.80	-73.55
1248.93	-115.76	-109.51	-103.83	-97.54	-91.54	-85.53	-79.62	-73.57
1270.46	-115.60	-109.57	-103.61	-97.57	-91.46	-85.46	-79.73	-73.54
1291.99	-115.51	-109.67	-103.54	-97.68	-91.42	-85.15	-79.61	-73.65
1313.53	-115.53	-109.49	-103.54	-97.70	-91.58	-85.16	-79.56	-73.53
1335.06	-115.63	-109.60	-103.68	-97.56	-91.58	-85.47	-79.37	-73.40
1356.59	-115.59	-109.72	-103.54	-97.51	-91.52	-85.72	-79.39	-73.50
1378.12	-115.45	-109.68	-103.62	-97.75	-91.35	-85.33	-79.51	-73.57
1399.66	-115.59	-109.55	-103.56	-97.79	-91.41	-85.17	-79.61	-73.44
1421.19	-115.67	-109.57	-103.71	-97.76	-91.38	-85.55	-79.60	-73.49
1442.72	-115.75	-109.56	-103.65	-97.56	-91.36	-85.72	-79.56	-73.58
1464.26	-115.74	-109.71	-103.60	-97.53	-91.37	-85.51	-79.44	-73.52
1485.79	-115.96	-109.90	-103.70	-97.65	-91.37	-85.63	-79.60	-73.49
1507.32	-115.62	-109.78	-103.70	-97.64	-91.44	-85.57	-79.65	-73.56
1528.86	-115.49	-109.81	-103.48	-97.68	-91.60	-85.68	-79.53	-73.50
1550.39	-115.57	-109.65	-103.34	-97.80	-91.45	-85.67	-79.54	-73.55
1571.92	-115.53	-109.60	-103.30	-97.59	-91.41	-85.63	-79.45	-73.57
1593.46	-115.52	-109.58	-103.46	-97.61	-91.55	-85.52	-79.47	-73.54
1614.99	-115.61	-109.72	-103.63	-97.65	-91.47	-85.60	-79.54	-73.64
1636.52	-115.56	-109.72	-103.66	-97.58	-91.49	-85.62	-79.54	-73.77
1658.06	-115.66	-109.58	-103.69	-97.57	-91.32	-85.63	-79.52	-73.47
1679.59	-115.60	-109.61	-103.50	-97.55	-91.28	-85.60	-79.59	-73.51
1701.12	-115.80	-109.84	-103.42	-97.52	-91.28	-85.61	-79.52	-73.41
1722.66	-115.83	-109.77	-103.68	-97.57	-91.42	-85.61	-79.48	-73.30
1744.19	-115.65	-109.58	-103.72	-97.42	-91.67	-85.57	-79.60	-73.27
1765.72	-115.71	-109.71	-103.48	-97.40	-91.55	-85.62	-79.59	-73.30
1787.26	-115.79	-109.81	-103.45	-97.49	-91.39	-85.39	-79.74	-73.47
1808.79	-115.75	-109.56	-103.45	-97.53	-91.62	-85.51	-79.74	-73.64
1830.32	-115.67	-109.60	-103.55	-97.65	-91.63	-85.55	-79.66	-73.57
1851.86	-115.58	-109.59	-103.50	-97.57	-91.78	-85.40	-79.61	-73.49
1873.39	-115.59	-109.75	-103.48	-97.51	-91.56	-85.23	-79.40	-73.62
1894.92	-115.72	-109.69	-103.37	-97.51	-91.48	-85.46	-79.56	-73.80
1916.46	-115.66	-109.41	-103.37	-97.68	-91.53	-85.56	-79.50	-73.44
1937.99	-115.52	-109.49	-103.66	-97.72	-91.54	-85.55	-79.49	-73.23
1959.52	-115.55	-109.72	-103.83	-97.66	-91.65	-85.52	-79.46	-73.37
1981.05	-115.84	-109.70	-103.58	-97.51	-91.55	-85.56	-79.47	-73.51
2002.59	-115.85	-109.69	-103.74	-97.56	-91.67	-85.60	-79.36	-73.62
2024.12	-115.55	-109.76	-103.63	-97.56	-91.66	-85.55	-79.38	-73.55
2045.65	-115.49	-109.94	-103.69	-97.52	-91.68	-85.58	-79.70	-73.51
2067.19	-115.62	-109.78	-103.53	-97.64	-91.47	-85.74	-79.63	-73.37
2088.72	-115.79	-109.69	-103.54	-97.59	-91.43	-85.42	-79.56	-73.34
2110.25	-115.63	-109.60	-103.64	-97.42	-91.38	-85.67	-79.57	-73.49
2131.79	-115.57	-109.66	-103.55	-97.61	-91.38	-85.66	-79.74	-73.45
2153.32	-115.49	-109.70	-103.58	-97.73	-91.55	-85.63	-79.70	-73.60
2174.85	-115.52	-109.86	-103.51	-97.52	-91.40	-85.64	-79.46	-73.55
2196.39	-115.76	-109.71	-103.61	-97.51	-91.50	-85.67	-79.59	-73.59
2217.92	-115.74	-109.65	-103.54	-97.52	-91.56	-85.49	-79.47	-73.62
2239.45	-115.74	-109.70	-103.55	-97.66	-91.58	-85.37	-79.48	-73.57
2260.99	-115.79	-109.87	-103.45	-97.69	-91.76	-85.59	-79.66	-73.44
2282.52	-115.80	-109.82	-103.47	-97.54	-91.67	-85.70	-79.60	-73.53
2304.05	-115.83	-109.76	-103.61	-97.51	-91.45	-85.51	-79.45	-73.51
2325.59	-115.60	-109.60	-103.50	-97.57	-91.26	-85.44	-79.38	-73.48
2347.12	-115.49	-109.55	-103.35	-97.61	-91.49	-85.70	-79.57	-73.36
2368.65	-115.72	-109.86	-103.41	-97.55	-91.61	-85.56	-79.33	-73.46
2390.19	-115.85	-109.83	-103.40	-97.52	-91.47	-85.43	-79.20	-73.40
2411.72	-115.71	-109.61	-103.44	-97.57	-91.49	-85.50	-79.42	-73.21
2433.25	-115.60	-109.50	-103.69	-97.66	-91.39	-85.48	-79.54	-73.26
2454.79	-115.65	-109.52	-103.66	-97.83	-91.73	-85.69	-79.40	-73.64
2476.32	-115.61	-109.53	-103.50	-97.72	-91.76	-85.57	-79.38	-73.75
2497.85	-115.58	-109.72	-103.41	-97.53	-91.52	-85.50	-79.51	-73.78
2519.38	-115.53	-109.75	-103.36	-97.50	-91.64	-85.47	-79.50	-73.70
2540.92	-115.58	-109.63	-103.50	-97.47	-91.52	-85.57	-79.58	-73.58
2562.45	-115.53	-109.75	-103.70	-97.54	-91.54	-85.70	-79.71	-73.38
2583.98	-115.45	-109.80	-103.73	-97.57	-91.83	-85.48	-79.61	-73.50
2605.52	-115.61	-109.55	-103.67	-97.66	-91.70	-85.49	-79.59	-73.56
2627.05	-115.62	-109.50	-103.60	-97.64	-91.50	-85.48	-79.80	-73.60
2648.58	-115.61	-109.60	-103.53	-97.40	-91.66	-85.42	-79.71	-73.50
2670.12	-115.81	-109.60	-103.68	-97.42	-91.72	-85.70	-79.54	-73.51
2691.65	-115.89	-109.88	-103.54	-97.30	-91.65	-85.66	-79.67	-73.45
2713.18	-115.79	-109.83	-103.54	-97.51	-91.51	-85.61	-79.59	-73.46
2734.72	-115.66	-109.71	-103.51	-97.78	-91.61	-85.51	-79.50	-73.63
2756.25	-115.50	-109.53	-103.53	-97.66	-91.68	-85.58	-79.56	-73.89
2777.78	-115.44	-109.62	-103.41	-97.51	-91.59	-85.56	-79.52	-73.82
2799.32	-115.86	-109.74	-103.71	-97.43	-91.57	-85.47	-79.45	-73.64
2820.85	-115.65	-109.69	-103.78	-97.57	-91.33	-85.57	-79.60	-73.30
2842.38	-115.66	-109.76	-103.70	-97.86	-91.39	-85.40	-79.50	-73.31
2863.92	-115.78	-109.55	-103.54	-97.62	-91.40	-85.49	-79.33	-73.47
2885.45	-115.63	-109.44	-103.53	-97.25	-91.39	-85.41	-79.41	-73.56
2906.98	-115.65	-109.41	-103.60	-97.45	-91.43	-85.37	-79.65	-73.51
2928.52	-115.75	-109.53	-103.54	-97.46	-91.72	-85.66	-79.55	-73.31
2950.05	-115.45	-109.54	-103.61	-97.75	-91.67	-85.83	-79.49	-73.28
2971.58	-115.44	-109.72	-103.56	-97.63	-91.58	-85.66	-79.47	-73.21
2993.12	-115.78	-109.61	-103.54	-97.49	-91.52	-85.53	-79.43	-73.17
3014.65	-115.79	-109.52	-103.50	-97.28	-91.46	-85.56	-79.70	-73.42
3036.18	-115.66	-109.57	-103.37	-97.60	-91.44	-85.49	-79.50	-73.47
3057.71	-115.86	-109.47	-103.54	-97.69	-91.53	-85.45	-79.47	-73.58
3079.25	-115.85	-109.58	-103.61	-97.47	-91.43	-85.49	-79.43	-73.57
3100.78	-115.74	-109.77	-103.54	-97.52	-91.43	-85.46	-79.24	-73.43
3122.31	-115.68	-109.70	-103.65	-97.48	-91.40	-85.43	-79.45	-73.56
3143.85	-115.65	-109.59	-103.58	-97.59	-91.66	-85.40	-79.78	-73.44
3165.38	-115.69	-109.59	-103.55	-97.76	-92.01	-85.36	-79.57	-73.33
3186.91	-115.70	-109.60	-103.71	-97.74	-91.86	-85.40	-79.61	-73.60
3208.45	-115.51	-109.62	-103.71	-97.54	-91.66	-85.52	-79.42	-73.68
3229.98	-115.59	-109.47	-103.46	-97.56	-91.55	-85.42	-79.55	-73.74
3251.51	-115.59	-109.64	-103.37	-97.46	-91.47	-85.45	-79.50	-73.72
3273.05	-115.58	-109.69	-103.40	-97.68	-91.40	-85.46	-79.37	-73.68
3294.58	-115.60	-109.51	-103.32	-97.59	-91.58	-85.54	-79.55	-73.53
3316.11	-115.48	-109.73	-103.35	-97.56	-91.64	-85.47	-79.32	-73.66
3337.65	-115.44	-109.73	-103.51	-97.42	-91.54	-85.69	-79.38	-73.70
3359.18	-115.71	-109.61	-103.72	-97.45	-91.56	-85.72	-79.32	-73.67
3380.71	-115.83	-109.58	-103.73	-97.43	-91.64	-85.76	-79.23	-73.64
3402.25	-115.54	-109.60	-103.57	-97.54	-91.42	-85.72	-79.41	-73.67
3423.78	-115.43	-109.77	-103.50	-97.68	-91.54	-85.69	-79.42	-73.44
3445.31	-115.48	-109.59	-103.69	-97.61	-91.57	-85.46	-79.49	-73.43
3466.85	-115.64	-109.75	-103.74	-97.42	-91.58	-85.35	-79.58	-73.28
3488.38	-115.68	-109.78	-103.83	-97.36	-91.60	-85.45	-79.54	-73.48
3509.91	-115.45	-109.43	-103.76	-97.59	-91.77	-85.41	-79.61	-73.63
3531.45	-115.63	-109.44	-103.57	-97.59	-91.73	-85.42	-79.55	-73.49
3552.98	-115.72	-109.64	-103.47	-97.59	-91.61	-85.47	-79.33	-73.63
3574.51	-115.72	-109.68	-103.60	-97.57	-91.70	-85.71	-79.45	-73.62
3596.04	-115.71	-109.71	-103.60	-97.58	-91.45	-85.66	-79.57	-73.71
3617.58	-115.75	-109.72	-103.56	-97.49	-91.53	-85.64	-79.51	-73.69
3639.11	-115.59	-109.72	-103.58	-97.47	-91.71	-85.48	-79.55	-73.56
3660.64	-115.60	-109.59	-103.60	-97.52	-91.52	-85.28	-79.61	-73.35
3682.18	-115.56	-109.52	-103.84	-97.43	-91.26	-85.53	-79.33	-73.33
3703.71	-115.53	-109.65	-103.64	-97.36	-91.53	-85.47	-79.53	-73.38
3725.24	-115.63	-109.63	-103.54	-97.65	-91.51	-85.48	-79.57	-73.77
3746.78	-115.41	-109.56	-103.43	-97.62	-91.60	-85.52	-79.65	-73.60
3768.31	-115.43	-109.70	-103.57	-97.45	-91.60	-85.65	-79.60	-73.39
3789.84	-115.55	-109.79	-103.50	-97.62	-91.48	-85.55	-79.58	-73.21
3811.38	-115.52	-109.54	-103.73	-97.59	-91.50	-85.38	-79.70	-73.27
3832.91	-115.52	-109.55	-103.76	-97.35	-91.42	-85.47	-79.58	-73.42
3854.44	-115.47	-109.60	-103.71	-97.54	-91.32	-85.50	-79.49	-73.33
3875.98	-115.62	-109.65	-103.67	-97.38	-91.59	-85.61	-79.55	-73.57
3897.51	-115.85	-109.74	-103.63	-97.44	-91.77	-85.93	-79.66	-73.62
3919.04	-115.85	-109.57	-103.56	-97.67	-91.59	-85.67	-79.62	-73.44
3940.58	-115.71	-109.47	-103.69	-97.67	-91.56	-85.47	-79.67	-73.47
3962.11	-115.54	-109.68	-103.62	-97.67	-91.74	-85.51	-79.56	-73.51
3983.64	-115.42	-109.78	-103.50	-97.65	-91.63	-85.52	-79.55	-73.47
4005.18	-115.37	-109.47	-103.63	-97.71	-91.67	-85.49	-79.63	-73.34
4026.71	-115.45	-109.34	-103.74	-97.70	-91.59	-85.49	-79.59	-73.37
4048.24	-115.56	-109.52	-103.52	-97.71	-91.64	-85.39	-79.67	-73.60
4069.78	-115.55	-109.77	-103.50	-97.72	-91.78	-85.45	-79.57	-73.50
4091.31	-115.48	-109.75	-103.53	-97.58	-91.59	-85.62	-79.39	-73.57
4112.84	-115.44	-109.72	-103.56	-97.54	-91.34	-85.58	-79.42	-73.66
4134.38	-115.79	-109.57	-103.48	-97.68	-91.41	-85.50	-79.44	-73.73
4155.91	-115.89	-109.38	-103.56	-97.63	-91.52	-85.61	-79.50	-73.47
4177.44	-115.64	-109.43	-103.70	-97.45	-91.43	-85.44	-79.45	-73.39
4198.97	-115.76	-109.45	-103.64	-97.67	-91.56	-85.54	-79.51	-73.34
4220.51	-115.68	-109.34	-103.70	-97.78	-91.78	-85.64	-79.55	-73.25
4242.04	-115.70	-109.58	-103.73	-97.58	-91.61	-85.59	-79.44	-73.36
4263.57	-115.49	-109.64	-103.65	-97.64	-91.52	-85.57	-79.43	-73.41
4285.11	-115.61	-109.43	-103.68	-97.53	-91.73	-85.83	-79.49	-73.47
4306.64	-115.66	-109.48	-103.48	-97.52	-91.53	-85.81	-79.57	-73.37
4328.17	-115.73	-109.76	-103.63	-97.74	-91.57	-85.73	-79.55	-73.40
4349.71	-115.62	-109.69	-103.96	-97.56	-91.63	-85.54	-79.60	-73.51
4371.24	-115.59	-109.61	-103.85	-97.50	-91.58	-85.68	-79.46	-73.64
4392.77	-115.71	-109.48	-103.47	-97.47	-91.48	-85.82	-79.65	-73.31
4414.31	-115.62	-109.47	-103.67	-97.71	-91.63	-85.73	-79.77	-73.44
4435.84	-115.53	-109.38	-103.80	-97.62	-91.53	-85.72	-79.75	-73.62
4457.37	-115.60	-109.59	-103.59	-97.55	-91.52	-85.61	-79.72	-73.67
4478.91	-115.56	-109.83	-103.49	-97.37	-91.51	-85.48	-79.48	-73.74
4500.44	-115.52	-109.61	-103.62	-97.48	-91.61	-85.55	-79.42	-73.54
4521.97	-115.40	-109.62	-103.72	-97.57	-91.46	-85.66	-79.52	-73.56
4543.51	-115.47	-109.64	-103.74	-97.74	-91.49	-85.58	-79.41	-73.54
4565.04	-115.66	-109.57	-103.65	-97.49	-91.53	-85.48	-79.52	-73.36
4586.57	-115.80	-109.63	-103.67	-97.38	-91.45	-85.37	-79.77	-73.31
4608.11	-115.74	-109.61	-103.68	-97.56	-91.47	-85.42	-79.64	-73.50
4629.64	-115.74	-109.68	-103.63	-97.59	-91.63	-85.60	-79.43	-73.49
4651.17	-115.68	-109.81	-103.68	-97.67	-91.42	-85.74	-79.46	-73.53
4672.71	-115.51	-109.83	-103.62	-97.61	-91.57	-85.59	-79.50	-73.70
4694.24	-115.58	-109.85	-103.73	-97.38	-91.60	-85.51	-79.45	-73.54
4715.77	-115.57	-109.56	-103.70	-97.38	-91.62	-85.45	-79.58	-73.63
4737.30	-115.53	-109.45	-103.59	-97.53	-91.67	-85.41	-79.71	-73.61
4758.84	-115.63	-109.49	-103.38	-97.60	-91.57	-85.48	-79.55	-73.50
4780.37	-115.70	-109.66	-103.41	-97.68	-91.70	-85.54	-79.29	-73.61
4801.90	-115.94	-109.70	-103.40	-97.62	-91.62	-85.36	-79.34	-73.51
4823.44	-115.75	-109.35	-103.39	-97.47	-91.57	-85.47	-79.42	-73.50
4844.97	-115.68	-109.51	-103.47	-97.55	-91.57	-85.57	-79.51	-73.53
4866.50	-115.69	-109.48	-103.57	-97.84	-91.52	-85.59	-79.72	-73.36
4888.04	-115.53	-109.53	-103.47	-97.60	-91.56	-85.41	-79.61	-73.51
