0.00	nan	nan	nan	nan	nan
10.77	-98.49	-111.12	-104.82	-92.88	-76.58
21.53	-97.04	-111.60	-104.88	-92.80	-76.64
32.30	-95.30	-111.54	-105.04	-92.70	-76.56
43.07	-92.97	-111.53	-104.85	-92.44	-76.76
53.83	-90.28	-111.36	-104.71	-92.53	-76.75
64.60	-87.21	-111.38	-104.71	-92.58	-76.67
75.37	-83.66	-111.39	-104.58	-92.76	-76.78
86.13	-79.56	-111.13	-104.75	-92.79	-76.63
96.90	-74.62	-111.05	-104.79	-93.19	-76.51
107.67	-68.51	-110.94	-105.05	-92.81	-76.28
118.43	-60.37	-110.76	-104.96	-92.93	-76.49
129.20	-47.86	-110.73	-104.80	-92.79	-76.34
139.97	-15.17	-110.17	-104.74	-92.58	-76.45
150.73	-10.03	-110.12	-104.81	-92.63	-76.49
161.50	-16.95	-109.20	-104.72	-92.99	-76.34
172.27	-50.03	-109.00	-104.52	-92.87	-76.22
183.03	-61.65	-107.19	-104.56	-92.49	-76.42
193.80	-69.43	-105.99	-104.74	-92.35	-76.27
204.57	-75.36	-103.49	-104.70	-92.69	-76.43
215.33	-80.15	-100.81	-104.66	-92.68	-76.72
226.10	-84.19	-97.41	-104.97	-92.70	-76.50
236.87	-87.67	-93.38	-105.07	-93.08	-76.48
247.63	-90.73	-88.41	-104.88	-93.01	-76.61
258.40	-93.46	-82.20	-104.76	-92.63	-76.54
269.17	-95.86	-73.88	-105.21	-92.84	-76.31
279.93	-98.14	-60.87	-105.17	-92.74	-76.45
290.70	-100.06	-34.40	-104.99	-92.90	-77.02
301.46	-101.85	-30.10	-104.72	-92.88	-77.24
312.23	-103.56	-37.97	-104.90	-92.75	-76.86
323.00	-104.91	-65.22	-104.77	-92.61	-76.46
333.76	-106.20	-76.45	-104.98	-92.95	-76.50
344.53	-107.29	-84.05	-104.76	-92.64	-76.78
355.30	-108.14	-89.84	-104.83	-92.58	-76.74
366.06	-108.92	-94.61	-105.27	-93.04	-76.60
376.83	-109.65	-98.28	-105.18	-92.96	-76.51
387.60	-110.09	-101.74	-105.10	-92.82	-76.41
398.36	-110.90	-104.14	-104.99	-92.83	-76.27
409.13	-111.28	-106.17	-104.97	-92.76	-76.74
419.90	-111.43	-108.02	-104.69	-92.70	-76.37
430.66	-111.61	-108.72	-105.11	-92.94	-76.29
441.43	-111.87	-109.52	-105.08	-92.84	-76.33
452.20	-112.09	-110.22	-104.88	-92.84	-76.33
462.96	-112.36	-110.44	-104.85	-93.11	-76.41
473.73	-112.51	-110.91	-104.82	-93.17	-76.63
484.50	-112.35	-110.87	-104.87	-93.09	-76.38
495.26	-112.32	-111.05	-104.90	-93.16	-76.15
506.03	-112.41	-111.52	-105.02	-93.21	-76.41
516.80	-112.38	-111.29	-105.14	-93.07	-76.71
527.56	-112.68	-111.20	-105.04	-93.21	-76.58
538.33	-112.96	-111.40	-105.08	-93.24	-76.54
549.10	-112.25	-111.64	-105.20	-93.29	-76.54
559.86	-112.39	-111.54	-105.40	-92.89	-76.49
570.63	-112.26	-111.05	-105.26	-93.03	-76.69
581.40	-112.40	-111.17	-105.20	-93.35	-76.40
592.16	-112.76	-111.47	-105.31	-93.21	-76.22
602.93	-112.52	-111.47	-105.39	-93.47	-76.28
613.70	-112.45	-111.28	-105.48	-93.45	-76.58
624.46	-112.55	-111.58	-105.34	-93.20	-76.76
635.23	-112.59	-111.41	-105.55	-93.08	-76.53
646.00	-112.49	-111.21	-105.18	-93.21	-76.29
656.76	-112.48	-111.07	-104.96	-93.31	-76.26
667.53	-112.27	-111.21	-105.12	-93.08	-76.39
678.30	-112.65	-111.44	-105.48	-93.01	-76.35
689.06	-112.68	-111.38	-105.47	-93.20	-76.41
699.83	-112.53	-111.25	-105.43	-93.37	-76.68
710.60	-112.54	-111.49	-105.43	-93.43	-76.78
721.36	-112.83	-111.52	-105.38	-93.55	-76.59
732.13	-112.77	-111.34	-105.46	-93.57	-76.40
742.90	-112.61	-111.24	-105.38	-93.65	-76.36
753.66	-112.70	-111.20	-105.30	-93.36	-76.18
764.43	-112.48	-111.21	-105.40	-93.34	-76.41
775.20	-112.62	-111.32	-105.60	-93.68	-76.38
785.96	-112.69	-111.36	-106.02	-93.86	-76.20
796.73	-112.71	-111.37	-105.86	-93.66	-76.19
807.50	-112.60	-111.13	-105.69	-93.61	-76.37
818.26	-112.88	-111.38	-105.57	-93.79	-76.37
829.03	-112.81	-111.33	-105.46	-93.64	-76.61
839.79	-112.64	-111.44	-105.42	-93.65	-76.38
850.56	-112.79	-111.74	-104.33	-94.06	-76.29
861.33	-112.47	-111.49	-101.29	-93.90	-76.49
872.09	-112.27	-111.16	-93.42	-93.93	-76.69
882.86	-112.25	-110.95	-78.06	-94.02	-76.80
893.63	-112.74	-111.14	-62.00	-93.77	-76.42
904.39	-112.92	-111.27	-60.94	-93.72	-76.39
915.16	-112.72	-111.34	-73.13	-93.80	-76.67
925.93	-112.77	-111.30	-91.42	-93.86	-76.88
936.69	-112.73	-111.20	-100.06	-94.27	-76.45
947.46	-112.28	-111.20	-104.16	-94.49	-76.45
958.23	-112.31	-111.47	-105.32	-94.36	-76.44
968.99	-112.36	-111.46	-105.82	-94.45	-76.54
979.76	-112.38	-111.07	-106.14	-94.27	-76.63
990.53	-112.40	-111.01	-105.88	-94.13	-76.69
1001.29	-112.55	-111.14	-105.99	-94.28	-76.40
1012.06	-112.44	-111.37	-106.01	-94.30	-76.29
1022.83	-112.45	-111.31	-105.86	-93.98	-76.61
1033.59	-112.37	-111.26	-106.03	-94.04	-76.45
1044.36	-112.39	-111.13	-106.28	-94.12	-76.49
1055.13	-112.15	-111.19	-106.48	-94.22	-76.48
1065.89	-112.42	-111.21	-106.27	-94.48	-76.68
1076.66	-112.30	-110.97	-106.02	-94.47	-76.70
1087.43	-112.42	-111.13	-106.12	-94.11	-76.39
1098.19	-112.73	-111.00	-106.39	-94.29	-76.42
1108.96	-112.65	-110.92	-106.61	-94.70	-76.40
1119.73	-112.65	-111.03	-106.66	-94.57	-76.64
1130.49	-112.65	-111.27	-106.59	-94.73	-76.57
1141.26	-112.86	-111.39	-106.69	-94.75	-76.46
1152.03	-113.07	-111.33	-106.67	-94.75	-76.36
1162.79	-112.81	-111.25	-106.78	-94.57	-76.44
1173.56	-112.79	-111.38	-106.86	-94.80	-76.54
1184.33	-112.76	-111.33	-106.77	-94.95	-76.59
1195.09	-112.71	-111.24	-106.79	-94.79	-76.83
1205.86	-112.80	-111.13	-106.88	-94.66	-76.62
1216.63	-112.54	-111.06	-107.13	-94.87	-76.39
1227.39	-112.46	-111.14	-106.90	-94.78	-76.58
1238.16	-112.66	-111.07	-106.81	-95.18	-76.37
1248.93	-112.77	-111.18	-106.78	-95.24	-76.58
1259.69	-113.02	-111.11	-106.98	-94.98	-76.62
1270.46	-112.62	-111.32	-107.17	-95.13	-76.69
1281.23	-112.47	-111.32	-107.04	-95.28	-76.52
1291.99	-112.84	-111.31	-107.18	-95.00	-76.44
1302.76	-112.73	-111.27	-107.19	-95.20	-76.38
1313.53	-112.52	-111.36	-107.47	-95.07	-76.25
1324.29	-112.44	-111.52	-107.33	-95.07	-76.40
1335.06	-112.43	-111.29	-107.19	-95.30	-76.49
1345.83	-112.70	-111.10	-107.31	-95.27	-76.71
1356.59	-112.67	-111.01	-107.31	-95.43	-76.60
1367.36	-112.61	-111.09	-107.12	-95.49	-76.40
1378.12	-112.61	-111.21	-107.05	-95.55	-76.31
1388.89	-112.60	-111.52	-107.05	-95.73	-76.37
1399.66	-112.41	-111.51	-107.36	-95.71	-76.52
1410.42	-112.55	-111.44	-107.62	-95.54	-76.83
1421.19	-112.51	-111.32	-107.81	-95.43	-76.83
1431.96	-112.54	-111.43	-107.81	-95.72	-76.63
1442.72	-112.71	-111.27	-107.70	-95.57	-76.53
1453.49	-112.87	-111.12	-107.50	-95.62	-76.55
1464.26	-112.91	-111.11	-107.52	-95.78	-76.79
1475.02	-112.59	-111.23	-107.74	-95.76	-76.50
1485.79	-112.56	-111.48	-107.80	-95.60	-76.27
1496.56	-112.66	-111.15	-107.87	-95.78	-76.39
1507.32	-112.63	-111.05	-107.99	-96.04	-76.50
1518.09	-112.52	-111.20	-107.91	-95.95	-76.55
1528.86	-112.55	-111.27	-108.26	-96.08	-76.60
1539.62	-112.96	-111.28	-108.50	-95.99	-76.78
1550.39	-112.93	-111.14	-108.39	-95.85	-76.84
1561.16	-112.80	-110.84	-107.88	-95.89	-76.45
1571.92	-112.89	-111.03	-108.04	-95.99	-76.60
1582.69	-112.82	-111.24	-107.96	-96.16	-76.57
1593.46	-112.52	-111.08	-108.07	-96.38	-76.86
1604.22	-112.74	-111.47	-107.92	-96.49	-76.92
1614.99	-112.53	-111.00	-108.14	-96.15	-76.30
1625.76	-112.53	-111.00	-108.31	-96.56	-76.29
1636.52	-112.76	-111.35	-108.33	-96.56	-76.42
1647.29	-112.42	-111.26	-108.28	-96.56	-76.75
1658.06	-112.59	-111.24	-108.41	-96.66	-76.83
1668.82	-112.60	-111.39	-108.57	-96.67	-76.42
1679.59	-112.58	-111.25	-108.88	-96.46	-76.40
1690.36	-112.60	-111.27	-108.58	-96.68	-76.52
1701.12	-112.94	-111.06	-108.37	-96.59	-76.49
1711.89	-113.00	-111.04	-108.86	-96.56	-76.51
1722.66	-112.58	-111.16	-108.80	-96.71	-76.51
1733.42	-112.59	-111.12	-108.83	-96.88	-76.51
1744.19	-112.71	-110.98	-108.84	-96.68	-76.39
1754.96	-112.67	-111.04	-108.96	-96.80	-76.19
1765.72	-112.48	-111.11	-109.21	-96.98	-76.46
1776.49	-112.52	-110.89	-109.39	-96.91	-76.30
1787.26	-112.51	-111.06	-109.24	-97.02	-76.45
1798.02	-112.62	-111.07	-109.20	-96.53	-76.55
1808.79	-112.38	-111.21	-109.22	-96.70	-76.42
1819.56	-112.66	-111.51	-109.11	-96.70	-76.47
1830.32	-112.49	-111.37	-109.48	-96.64	-76.28
1841.09	-112.63	-111.31	-109.36	-96.24	-76.06
1851.86	-112.43	-111.16	-109.29	-96.21	-76.42
1862.62	-112.63	-110.91	-109.40	-95.38	-76.81
1873.39	-112.81	-111.03	-109.56	-94.49	-76.51
1884.16	-112.80	-111.23	-109.39	-93.03	-76.24
1894.92	-112.74	-111.34	-109.48	-91.36	-76.37
1905.69	-112.74	-111.26	-109.74	-88.95	-76.59
1916.46	-112.91	-111.02	-109.44	-86.16	-76.80
1927.22	-112.76	-111.01	-109.62	-82.61	-76.65
1937.99	-112.64	-111.04	-109.94	-78.59	-76.24
1948.75	-112.63	-111.07	-110.04	-73.46	-76.25
1959.52	-112.91	-111.19	-110.13	-67.09	-76.41
1970.29	-112.77	-111.13	-109.94	-58.45	-76.34
1981.05	-112.94	-111.00	-109.98	-44.56	-76.34
1991.82	-112.63	-110.85	-109.93	-23.36	-76.30
2002.59	-112.67	-110.68	-110.05	-20.32	-76.35
2013.35	-112.46	-110.66	-110.38	-29.72	-76.39
2024.12	-112.57	-110.80	-110.73	-52.31	-76.32
2034.89	-112.45	-111.05	-110.34	-62.99	-76.58
2045.65	-112.68	-111.01	-110.45	-70.36	-76.48
2056.42	-112.70	-110.90	-110.50	-76.05	-76.61
2067.19	-112.60	-111.15	-110.68	-80.62	-76.46
2077.95	-112.83	-111.12	-110.62	-84.48	-76.71
2088.72	-113.03	-110.83	-110.48	-87.73	-76.77
2099.49	-112.83	-110.89	-110.79	-90.32	-76.41
2110.25	-112.81	-111.31	-110.83	-92.71	-76.30
2121.02	-112.63	-111.26	-110.78	-94.31	-76.29
2131.79	-112.44	-111.05	-110.70	-95.71	-76.32
2142.55	-112.24	-110.92	-110.82	-96.80	-76.52
2153.32	-112.25	-110.84	-110.95	-97.25	-76.53
2164.09	-112.56	-110.77	-111.05	-97.74	-76.68
2174.85	-112.76	-110.91	-110.98	-98.34	-76.52
2185.62	-112.75	-111.18	-110.97	-98.38	-76.48
2196.39	-112.89	-111.10	-111.26	-98.66	-76.30
2207.15	-112.64	-111.04	-111.33	-99.24	-76.35
2217.92	-112.42	-111.03	-111.34	-99.34	-76.49
2228.69	-112.55	-111.07	-111.19	-99.48	-76.50
2239.45	-112.75	-111.14	-111.27	-99.55	-76.63
2250.22	-112.66	-110.88	-111.24	-99.27	-76.49
2260.99	-112.47	-111.13	-111.38	-99.21	-76.47
2271.75	-112.34	-111.11	-111.31	-99.39	-76.37
2282.52	-112.48	-110.94	-111.14	-99.37	-76.54
2293.29	-113.00	-110.88	-111.43	-99.66	-76.48
2304.05	-112.91	-110.84	-111.61	-99.83	-76.51
2314.82	-113.00	-110.97	-111.57	-99.67	-76.49
2325.59	-113.10	-110.91	-111.90	-99.88	-76.68
2336.35	-112.98	-110.87	-111.89	-100.02	-76.79
2347.12	-112.64	-110.86	-111.92	-100.02	-76.71
2357.89	-112.57	-110.90	-112.23	-100.08	-76.58
2368.65	-112.73	-110.95	-112.14	-100.02	-76.68
2379.42	-112.60	-110.86	-112.27	-99.93	-76.28
2390.19	-112.62	-110.55	-112.32	-100.19	-76.39
2400.95	-112.54	-110.78	-112.28	-100.33	-76.36
2411.72	-112.31	-110.89	-112.37	-100.36	-76.54
2422.49	-112.44	-110.72	-112.39	-100.24	-76.32
2433.25	-112.57	-111.01	-112.40	-100.21	-76.55
2444.02	-112.78	-110.98	-112.32	-100.23	-76.60
2454.79	-112.65	-110.76	-112.45	-100.59	-76.64
2465.55	-112.66	-110.87	-112.50	-100.86	-76.57
2476.32	-112.76	-110.84	-112.75	-100.66	-76.43
2487.08	-112.77	-110.64	-112.66	-100.87	-76.25
2497.85	-112.73	-110.98	-112.79	-100.95	-76.14
2508.62	-112.87	-111.34	-112.77	-100.79	-76.44
2519.38	-112.83	-111.04	-113.09	-100.82	-76.46
2530.15	-112.33	-110.94	-113.36	-101.24	-76.32
2540.92	-112.49	-110.93	-113.32	-101.22	-76.43
2551.68	-112.92	-110.82	-113.47	-101.18	-76.54
2562.45	-112.75	-110.81	-113.33	-101.02	-76.57
2573.22	-112.15	-110.54	-113.08	-100.91	-76.37
2583.98	-112.20	-110.33	-113.29	-101.14	-76.07
2594.75	-112.33	-110.96	-113.71	-101.53	-76.43
2605.52	-112.40	-110.97	-113.55	-101.56	-76.72
2616.28	-112.66	-110.81	-113.48	-101.28	-76.42
2627.05	-112.85	-110.67	-113.26	-101.26	-76.46
2637.82	-112.65	-110.60	-113.25	-101.31	-76.56
2648.58	-112.45	-111.06	-113.55	-101.43	-76.63
2659.35	-112.56	-110.97	-113.63	-101.74	-76.62
2670.12	-112.77	-110.71	-113.94	-101.92	-76.58
2680.88	-112.43	-110.90	-113.89	-102.02	-76.58
2691.65	-112.40	-111.13	-113.86	-102.40	-76.51
2702.42	-112.31	-111.07	-114.02	-102.48	-76.40
2713.18	-112.47	-110.74	-114.02	-101.90	-76.48
2723.95	-112.99	-110.76	-114.15	-101.95	-76.57
2734.72	-112.93	-110.88	-114.17	-102.25	-76.54
2745.48	-112.81	-110.69	-114.18	-102.33	-76.64
2756.25	-112.72	-110.83	-114.20	-102.14	-76.76
2767.02	-112.66	-110.89	-114.57	-102.11	-76.58
2777.78	-112.64	-110.99	-114.41	-102.26	-76.48
2788.55	-112.83	-111.02	-114.67	-102.57	-76.71
2799.32	-112.65	-111.06	-114.62	-102.74	-76.26
2810.08	-112.57	-110.89	-114.35	-102.57	-76.32
2820.85	-112.59	-110.84	-114.41	-102.56	-76.78
2831.62	-112.39	-110.75	-114.72	-102.41	-76.58
2842.38	-112.46	-111.11	-114.95	-102.10	-76.55
2853.15	-112.58	-110.88	-115.01	-102.48	-76.67
2863.92	-112.47	-110.68	-114.84	-103.19	-76.81
2874.68	-112.40	-110.84	-114.87	-103.21	-76.60
2885.45	-112.78	-111.14	-114.92	-102.85	-76.56
2896.22	-112.71	-110.80	-115.04	-103.00	-76.34
2906.98	-112.66	-110.89	-115.13	-103.30	-76.64
2917.75	-112.87	-110.79	-115.16	-103.29	-76.52
2928.52	-112.72	-110.59	-115.15	-103.40	-76.44
