Frequency (Hz)	Level (dB)
12553.857422	-65.877609
12564.624023	-65.862213
12575.390625	-65.689789
12586.157227	-65.342743
12596.923828	-64.827286
12607.690430	-64.475777
12618.457031	-64.408394
12629.223633	-64.720001
12639.990234	-64.848557
12650.756836	-64.215652
12661.523438	-63.153885
12672.290039	-63.271469
12683.056641	-64.162994
12693.823242	-65.002632
12704.589844	-65.200775
12715.356445	-65.232605
12726.123047	-65.370186
12736.889648	-65.319817
12747.656250	-65.239212
12758.422852	-65.113464
12769.189453	-64.945000
12779.956055	-64.892975
12790.722656	-65.103035
12801.489258	-65.131516
12812.255859	-65.006340
12823.022461	-65.156311
12833.789062	-64.712456
12844.555664	-65.355576
12855.322266	-65.954605
12866.088867	-65.564384
12876.855469	-65.054642
12887.622070	-65.116104
12898.388672	-65.406693
12909.155273	-65.099129
12919.921875	-65.020653
12930.688477	-65.062637
12941.455078	-64.820595
12952.221680	-65.525475
12962.988281	-65.865608
12973.754883	-65.169716
12984.521484	-65.204773
12995.288086	-65.734299
13006.054688	-66.080681
13016.821289	-66.089966
13027.587891	-66.087059
13038.354492	-66.199463
13049.121094	-66.339264
13059.887695	-65.804878
13070.654297	-65.463249
13081.420898	-65.373955
13092.187500	-66.347694
13102.954102	-66.861076
13113.720703	-66.892555
13124.487305	-66.682137
13135.253906	-66.543854
13146.020508	-66.648834
13156.787109	-66.548378
13167.553711	-66.653122
13178.320312	-66.743713
13189.086914	-66.412117
13199.853516	-64.594254
13210.620117	-62.979126
13221.386719	-63.736637
13232.153320	-60.560753
13242.919922	-54.885811
13253.686523	-57.895321
13264.453125	-64.712624
13275.219727	-65.380707
13285.986328	-65.035027
13296.752930	-65.487518
13307.519531	-65.521400
13318.286133	-65.560890
13329.052734	-65.982071
13339.819336	-65.899925
13350.585938	-65.939606
13361.352539	-66.118233
13372.119141	-66.644402
13382.885742	-67.162628
13393.652344	-67.188026
13404.418945	-67.331146
13415.185547	-67.540016
13425.952148	-67.613251
13436.718750	-67.470833
13447.485352	-67.496986
13458.251953	-67.858521
13469.018555	-67.706131
13479.785156	-67.595337
13490.551758	-67.509064
13501.318359	-67.070778
13512.084961	-66.286560
13522.851562	-66.228233
13533.618164	-66.164375
13544.384766	-66.298103
13555.151367	-66.331291
13565.917969	-65.854996
13576.684570	-65.611931
13587.451172	-65.243599
13598.217773	-64.577255
13608.984375	-66.203308
13619.750977	-66.231010
13630.517578	-66.210274
13641.284180	-66.254295
13652.050781	-65.507477
13662.817383	-65.481514
13673.583984	-66.111305
13684.350586	-65.919128
13695.117188	-65.593422
13705.883789	-66.127060
13716.650391	-66.356232
13727.416992	-66.333733
13738.183594	-66.492126
13748.950195	-66.127228
13759.716797	-66.041924
13770.483398	-66.584625
13781.250000	-66.907524
13792.016602	-67.022789
13802.783203	-66.877243
13813.549805	-66.843040
13824.316406	-66.653053
13835.083008	-66.467628
13845.849609	-65.833229
13856.616211	-66.564117
13867.382812	-66.914322
13878.149414	-65.809982
13888.916016	-64.491676
13899.682617	-63.441914
13910.449219	-64.526848
13921.215820	-65.550644
13931.982422	-65.532463
13942.749023	-65.943192
13953.515625	-65.584488
13964.282227	-64.099556
13975.048828	-63.839863
13985.815430	-64.912628
13996.582031	-66.032227
14007.348633	-66.841835
14018.115234	-67.298508
14028.881836	-67.385056
14039.648438	-67.426521
14050.415039	-67.644356
14061.181641	-67.857872
14071.948242	-67.963295
14082.714844	-67.955109
14093.481445	-67.917297
14104.248047	-67.740120
14115.014648	-67.602486
14125.781250	-66.824486
14136.547852	-66.601341
14147.314453	-67.440674
14158.081055	-67.587532
14168.847656	-67.597000
14179.614258	-67.892059
14190.380859	-68.130608
14201.147461	-68.051018
14211.914062	-68.098625
14222.680664	-68.163132
14233.447266	-67.877724
14244.213867	-67.468636
14254.980469	-67.312721
14265.747070	-66.940331
14276.513672	-66.594429
14287.280273	-67.556396
14298.046875	-67.835838
14308.813477	-68.020180
14319.580078	-67.630096
14330.346680	-67.264755
14341.113281	-67.029205
14351.879883	-67.271988
14362.646484	-67.689171
14373.413086	-67.668205
14384.179688	-67.491592
14394.946289	-67.611572
14405.712891	-68.240295
14416.479492	-68.543045
14427.246094	-68.292961
14438.012695	-67.553268
14448.779297	-67.689316
14459.545898	-68.057961
14470.312500	-67.647194
14481.079102	-67.752304
14491.845703	-67.657829
14502.612305	-67.128487
14513.378906	-66.941223
14524.145508	-66.834709
14534.912109	-67.178230
14545.678711	-67.502090
14556.445312	-67.003464
14567.211914	-66.946678
14577.978516	-67.470001
14588.745117	-67.577995
14599.511719	-67.763855
14610.278320	-67.869759
14621.044922	-67.466537
14631.811523	-66.336502
14642.578125	-63.905876
14653.344727	-64.092926
14664.111328	-65.890961
14674.877930	-66.461594
14685.644531	-66.785370
14696.411133	-66.848740
14707.177734	-67.090347
14717.944336	-67.362770
14728.710938	-67.217766
14739.477539	-66.719627
14750.244141	-65.387550
14761.010742	-66.379478
14771.777344	-67.242966
14782.543945	-67.289330
14793.310547	-67.354996
14804.077148	-67.699532
14814.843750	-67.490646
14825.610352	-67.297256
14836.376953	-67.439606
14847.143555	-67.607422
14857.910156	-67.746666
14868.676758	-67.945358
14879.443359	-67.603539
14890.209961	-65.537781
14900.976562	-65.051781
14911.743164	-66.863113
14922.509766	-67.166649
14933.276367	-67.154411
14944.042969	-67.668381
14954.809570	-67.899643
14965.576172	-67.731041
14976.342773	-68.286743
14987.109375	-68.551476
14997.875977	-67.992676
15008.642578	-67.871017
15019.409180	-68.432358
15030.175781	-68.236908
15040.942383	-67.790512
15051.708984	-67.863800
15062.475586	-68.081833
15073.242188	-68.345047
15084.008789	-68.259422
15094.775391	-68.273369
15105.541992	-68.236122
15116.308594	-68.195427
15127.075195	-67.906326
15137.841797	-67.561623
15148.608398	-66.917946
15159.375000	-67.214256
15170.141602	-67.587494
15180.908203	-67.515694
15191.674805	-67.741844
15202.441406	-67.375740
15213.208008	-66.628212
15223.974609	-65.922821
15234.741211	-66.640846
15245.507812	-67.457954
15256.274414	-67.723663
15267.041016	-67.270905
15277.807617	-66.882881
15288.574219	-67.053299
15299.340820	-67.469215
15310.107422	-67.762596
15320.874023	-68.190346
15331.640625	-68.322998
15342.407227	-68.172966
15353.173828	-68.207420
15363.940430	-68.223778
15374.707031	-68.286995
15385.473633	-68.465302
15396.240234	-68.637215
15407.006836	-68.312210
15417.773438	-67.868347
15428.540039	-67.911499
15439.306641	-68.060501
15450.073242	-67.976540
15460.839844	-68.126854
15471.606445	-67.781807
15482.373047	-67.370186
15493.139648	-65.633186
15503.906250	-64.760605
15514.672852	-68.241302
15525.439453	-69.273026
15536.206055	-69.405403
15546.972656	-69.546570
15557.739258	-69.749542
15568.505859	-69.770523
15579.272461	-69.570442
15590.039062	-69.451065
15600.805664	-69.296860
15611.572266	-69.153229
15622.338867	-69.072037
15633.105469	-69.285416
15643.872070	-69.330482
15654.638672	-68.898254
15665.405273	-68.684135
15676.171875	-69.083984
15686.938477	-69.143059
15697.705078	-68.934448
15708.471680	-68.900932
15719.238281	-69.064064
15730.004883	-68.226318
15740.771484	-68.357437
15751.538086	-68.193100
15762.304688	-65.357819
15773.071289	-66.791740
15783.837891	-68.734039
15794.604492	-68.786507
15805.371094	-68.726700
15816.137695	-68.649063
15826.904297	-68.631210
15837.670898	-68.630379
15848.437500	-67.465355
15859.204102	-65.977188
15869.970703	-66.719719
15880.737305	-67.816696
15891.503906	-68.495018
15902.270508	-68.470284
15913.037109	-68.683586
15923.803711	-68.978676
15934.570312	-69.494652
15945.336914	-69.554848
15956.103516	-69.199455
15966.870117	-69.515739
15977.636719	-69.866188
15988.403320	-69.915604
15999.169922	-69.577904
16009.936523	-69.404816
16020.703125	-69.345863
16031.469727	-69.269638
16042.236328	-69.299896
16053.002930	-69.343590
16063.769531	-69.121964
16074.536133	-68.714592
16085.302734	-68.583260
16096.069336	-68.334183
16106.835938	-68.092308
16117.602539	-68.606529
16128.369141	-69.177299
16139.135742	-69.394135
16149.902344	-69.515709
16160.668945	-69.528824
16171.435547	-69.321358
16182.202148	-69.436684
16192.968750	-69.178909
16203.735352	-68.890396
16214.501953	-69.113014
16225.268555	-69.471474
16236.035156	-69.662224
16246.801758	-69.757820
16257.568359	-69.955475
16268.334961	-69.821732
16279.101562	-69.522545
16289.868164	-69.650208
16300.634766	-69.709412
16311.401367	-69.782532
16322.167969	-69.209724
16332.934570	-68.971848
16343.701172	-69.494476
16354.467773	-70.255943
16365.234375	-70.527946
16376.000977	-70.244446
16386.767578	-69.526527
16397.534180	-69.436325
16408.300781	-70.156952
16419.067383	-70.198738
16429.833984	-69.485474
16440.600586	-68.589775
16451.367188	-67.924721
16462.133789	-66.695328
16472.900391	-65.910744
16483.666992	-66.336975
16494.433594	-67.244171
16505.200195	-67.749191
16515.966797	-68.388412
16526.733398	-69.291748
16537.500000	-69.687187
16548.266602	-69.728088
16559.033203	-69.753624
16569.799805	-69.891525
16580.566406	-70.264671
16591.333008	-70.209305
16602.099609	-70.092674
16612.866211	-70.368629
16623.632812	-70.547813
16634.399414	-70.533699
16645.166016	-70.498283
16655.932617	-70.465652
16666.699219	-70.527580
16677.465820	-70.360115
16688.232422	-69.792252
16698.999023	-69.629730
16709.765625	-69.873352
16720.532227	-69.640793
16731.298828	-68.547867
16742.065430	-68.313400
16752.832031	-69.705536
16763.598633	-69.750259
16774.365234	-69.886711
16785.131836	-70.019547
16795.898438	-69.915665
16806.665039	-68.608047
16817.431641	-68.519531
16828.198242	-69.092140
16838.964844	-69.612343
16849.731445	-70.066689
16860.498047	-70.369881
16871.264648	-70.461884
16882.031250	-70.260139
16892.797852	-69.841469
16903.564453	-69.467628
16914.331055	-69.735741
16925.097656	-70.175018
16935.864258	-70.083794
16946.630859	-70.063980
16957.397461	-70.383858
16968.164062	-70.423653
16978.930664	-70.334175
16989.697266	-70.097740
17000.463867	-69.865952
17011.230469	-69.700172
17021.997070	-69.623611
17032.763672	-69.665489
17043.530273	-70.028534
17054.296875	-69.817116
17065.063477	-69.301567
17075.830078	-68.388206
17086.596680	-66.262619
17097.363281	-65.868248
17108.129883	-68.289642
17118.896484	-69.486259
17129.663086	-69.567772
17140.429688	-69.606049
17151.196289	-70.101265
17161.962891	-70.527000
17172.729492	-70.522942
17183.496094	-70.254105
17194.262695	-70.199722
17205.029297	-70.535179
17215.795898	-70.786743
17226.562500	-70.755508
17237.329102	-70.826080
17248.095703	-71.054504
17258.862305	-70.800919
17269.628906	-70.338554
17280.395508	-70.325317
17291.162109	-70.705734
17301.928711	-71.029602
17312.695312	-70.901062
17323.461914	-70.842865
17334.228516	-70.597458
17344.995117	-70.344261
17355.761719	-70.662643
17366.528320	-71.016090
17377.294922	-71.060410
17388.061523	-70.900856
17398.828125	-70.822418
17409.594727	-70.534203
17420.361328	-70.101593
17431.127930	-69.941177
17441.894531	-70.259499
17452.661133	-70.114456
17463.427734	-70.347191
17474.194336	-70.205177
17484.960938	-70.224564
17495.727539	-70.503090
17506.494141	-70.479439
17517.260742	-70.391647
17528.027344	-70.079552
17538.793945	-70.144127
17549.560547	-69.980980
17560.327148	-69.672478
17571.093750	-70.013039
17581.860352	-70.338989
17592.626953	-70.691933
17603.393555	-70.450546
17614.160156	-69.459778
17624.926758	-68.880135
17635.693359	-69.480164
17646.459961	-70.133369
17657.226562	-70.237877
17667.993164	-69.974068
17678.759766	-69.991013
17689.526367	-69.834892
17700.292969	-70.229713
17711.059570	-70.459480
17721.826172	-70.305626
17732.592773	-70.016068
17743.359375	-69.973862
17754.125977	-70.017944
17764.892578	-69.718346
17775.659180	-69.634796
17786.425781	-70.096909
17797.192383	-70.665398
17807.958984	-69.708824
17818.725586	-69.151558
17829.492188	-69.821907
17840.258789	-70.416039
17851.025391	-70.746834
17861.791992	-70.849358
17872.558594	-70.300903
17883.325195	-70.640900
17894.091797	-70.759514
17904.858398	-70.683304
17915.625000	-70.581734
17926.391602	-70.923904
17937.158203	-71.086205
17947.924805	-70.908386
17958.691406	-70.884926
17969.458008	-70.977028
17980.224609	-71.063408
17990.991211	-70.938766
18001.757812	-71.000221
18012.524414	-71.187538
18023.291016	-71.209663
18034.057617	-71.056641
18044.824219	-71.003120
18055.590820	-70.948288
18066.357422	-70.721024
18077.124023	-70.610809
18087.890625	-70.336319
18098.657227	-70.277802
18109.423828	-70.444901
18120.190430	-70.301872
18130.957031	-70.337166
18141.723633	-70.377281
18152.490234	-70.403419
18163.256836	-70.330452
18174.023438	-70.588036
18184.790039	-70.849236
18195.556641	-70.808350
18206.323242	-70.224205
18217.089844	-69.952072
18227.856445	-69.851440
18238.623047	-70.271919
18249.389648	-70.774361
18260.156250	-70.850426
18270.922852	-70.767380
18281.689453	-70.784332
18292.456055	-70.668961
18303.222656	-69.960602
18313.989258	-69.737320
18324.755859	-69.869942
18335.522461	-70.423042
18346.289062	-70.963814
18357.055664	-70.885506
18367.822266	-71.053810
18378.588867	-71.247810
18389.355469	-71.393822
18400.122070	-71.488785
18410.888672	-71.346085
18421.655273	-71.250389
18432.421875	-71.314430
18443.188477	-71.414185
18453.955078	-71.536972
18464.721680	-71.505554
18475.488281	-71.402039
18486.254883	-71.404495
18497.021484	-71.641327
18507.788086	-71.807274
18518.554688	-71.882439
18529.321289	-72.047012
18540.087891	-72.062263
18550.854492	-72.119453
18561.621094	-72.054802
18572.387695	-72.098442
18583.154297	-72.303535
18593.920898	-72.561150
18604.687500	-72.306862
18615.454102	-71.832008
18626.220703	-71.525536
18636.987305	-69.983734
18647.753906	-70.134026
18658.520508	-71.857521
18669.287109	-71.980362
18680.053711	-71.953789
18690.820312	-72.092239
18701.586914	-72.097015
18712.353516	-71.682693
18723.120117	-71.276375
18733.886719	-71.898117
18744.653320	-72.026825
18755.419922	-71.775665
18766.186523	-71.775917
18776.953125	-72.211853
18787.719727	-72.380241
18798.486328	-72.133667
18809.252930	-72.070541
18820.019531	-72.228271
18830.786133	-72.305573
18841.552734	-72.140877
18852.319336	-71.980202
18863.085938	-72.494225
18873.852539	-72.982613
18884.619141	-72.795776
18895.385742	-72.479668
18906.152344	-72.562569
18916.918945	-72.326553
18927.685547	-72.245850
18938.452148	-72.297188
18949.218750	-71.918785
18959.985352	-69.879456
18970.751953	-68.867165
18981.518555	-70.701935
18992.285156	-71.320580
19003.051758	-71.539833
19013.818359	-71.431580
19024.584961	-71.502365
19035.351562	-71.798386
19046.118164	-71.917870
19056.884766	-71.850426
19067.651367	-72.078049
19078.417969	-72.173668
19089.184570	-71.815224
19099.951172	-70.402863
19110.717773	-70.012383
19121.484375	-71.347366
19132.250977	-72.209328
19143.017578	-72.576019
19153.784180	-72.636292
19164.550781	-72.753548
19175.317383	-72.908005
19186.083984	-72.905785
19196.850586	-72.653618
19207.617188	-72.509987
19218.383789	-72.163536
19229.150391	-72.108101
19239.916992	-72.649017
19250.683594	-72.739296
19261.450195	-72.770912
19272.216797	-73.067284
19282.983398	-73.070023
19293.750000	-72.910210
19304.516602	-72.828964
19315.283203	-72.798683
19326.049805	-72.665985
19336.816406	-72.469482
19347.583008	-72.283958
19358.349609	-72.226212
19369.116211	-72.222565
19379.882812	-72.333755
19390.649414	-72.471863
19401.416016	-71.681183
19412.182617	-70.990280
19422.949219	-72.184669
19433.715820	-72.350739
19444.482422	-72.682999
19455.249023	-73.004280
19466.015625	-72.615295
19476.782227	-72.005135
19487.548828	-71.552208
19498.315430	-71.282806
19509.082031	-72.421127
19519.848633	-73.078789
19530.615234	-73.270226
19541.381836	-73.127327
19552.148438	-72.929192
19562.915039	-73.324127
19573.681641	-73.494263
19584.448242	-73.529076
19595.214844	-73.421043
19605.981445	-73.422302
19616.748047	-73.492279
19627.514648	-73.513931
19638.281250	-73.459694
19649.047852	-72.876167
19659.814453	-72.445808
19670.581055	-71.564888
19681.347656	-71.738441
19692.114258	-72.735222
19702.880859	-73.076439
19713.647461	-73.225822
19724.414062	-73.344864
19735.180664	-73.198631
19745.947266	-72.699524
19756.713867	-72.153267
19767.480469	-71.772652
19778.247070	-72.171165
19789.013672	-72.569214
19799.780273	-72.683937
19810.546875	-72.805107
19821.313477	-72.629333
19832.080078	-72.610649
19842.846680	-72.616348
19853.613281	-72.674332
19864.379883	-72.655998
19875.146484	-72.433685
19885.913086	-72.369919
19896.679688	-72.276276
19907.446289	-72.267441
19918.212891	-72.021950
19928.979492	-71.812302
19939.746094	-72.485664
19950.512695	-73.252159
19961.279297	-73.410828
19972.045898	-73.087631
19982.812500	-72.992271
19993.579102	-73.044464
20004.345703	-73.388260
20015.112305	-73.352058
20025.878906	-73.287422
20036.645508	-73.339775
20047.412109	-73.325546
20058.178711	-73.306862
20068.945312	-73.288620
20079.711914	-73.257713
20090.478516	-73.176170
20101.245117	-73.194702
20112.011719	-73.258667
20122.778320	-73.323212
20133.544922	-73.161484
20144.311523	-72.951988
20155.078125	-73.073547
20165.844727	-72.562347
20176.611328	-71.731163
20187.377930	-72.778793
20198.144531	-73.359680
20208.911133	-73.284210
20219.677734	-73.472351
20230.444336	-73.457520
20241.210938	-73.259171
20251.977539	-73.322845
20262.744141	-73.144310
20273.510742	-73.075371
20284.277344	-73.241417
20295.043945	-73.094017
20305.810547	-72.753235
20316.577148	-72.363174
20327.343750	-71.782394
20338.110352	-71.881821
20348.876953	-72.385071
20359.643555	-72.945755
20370.410156	-72.921272
20381.176758	-72.877556
20391.943359	-72.596451
20402.709961	-71.579178
20413.476562	-72.315247
20424.243164	-73.294113
20435.009766	-73.691521
20445.776367	-73.303825
20456.542969	-73.417351
20467.309570	-73.900612
20478.076172	-74.169243
20488.842773	-74.162445
20499.609375	-74.205269
20510.375977	-74.121361
20521.142578	-73.562401
20531.909180	-73.474213
20542.675781	-73.379456
20553.442383	-73.011047
20564.208984	-73.132126
20574.975586	-73.346497
20585.742188	-73.605400
20596.508789	-74.100922
20607.275391	-74.074799
20618.041992	-73.849167
20628.808594	-73.796143
20639.575195	-74.402672
20650.341797	-74.624428
20661.108398	-74.383797
20671.875000	-74.443962
20682.641602	-74.379761
20693.408203	-74.412247
20704.174805	-74.763313
20714.941406	-75.155258
20725.708008	-75.286430
20736.474609	-75.157951
20747.241211	-75.011971
20758.007812	-74.850883
20768.774414	-74.920670
20779.541016	-74.105202
20790.307617	-73.853127
20801.074219	-74.791290
20811.840820	-75.188766
20822.607422	-75.074753
20833.374023	-75.310722
20844.140625	-75.650436
20854.907227	-75.945137
20865.673828	-76.508728
20876.440430	-76.925194
20887.207031	-77.326385
20897.973633	-77.650337
20908.740234	-77.953316
20919.506836	-78.044907
20930.273438	-78.074165
20941.040039	-78.131744
20951.806641	-78.225861
20962.573242	-78.739059
20973.339844	-79.111496
20984.106445	-79.150032
20994.873047	-79.292519
21005.639648	-79.688110
21016.406250	-79.426529
21027.172852	-79.730110
21037.939453	-80.288803
21048.706055	-80.661545
21059.472656	-81.131470
21070.239258	-81.705521
21081.005859	-82.068771
21091.772461	-82.240379
21102.539062	-82.512344
21113.305664	-82.816887
21124.072266	-83.338699
21134.838867	-84.012917
21145.605469	-84.333725
21156.372070	-84.338081
21167.138672	-84.356895
21177.905273	-84.976059
21188.671875	-85.345436
21199.438477	-85.904396
21210.205078	-86.652596
21220.971680	-87.441284
21231.738281	-88.153275
21242.504883	-88.641922
21253.271484	-89.102783
21264.038086	-89.581802
21274.804688	-90.250244
21285.571289	-90.771851
21296.337891	-90.586746
21307.104492	-89.758598
21317.871094	-91.151390
21328.637695	-93.373795
21339.404297	-94.400169
21350.170898	-95.251045
21360.937500	-96.300568
21371.704102	-97.164520
21382.470703	-97.871323
21393.237305	-98.754639
21404.003906	-99.677917
21414.770508	-100.573570
21425.537109	-101.462936
21436.303711	-102.303337
21447.070312	-103.095490
21457.836914	-104.066269
21468.603516	-105.203087
21479.370117	-106.160942
21490.136719	-107.188667
21500.903320	-108.157326
21511.669922	-109.234413
21522.436523	-110.352707
21533.203125	-111.476730
21543.969727	-112.566238
21554.736328	-113.434074
21565.502930	-114.285759
21576.269531	-115.265839
21587.036133	-116.184242
21597.802734	-117.349487
21608.569336	-119.115623
21619.335938	-120.837311
21630.102539	-122.564301
21640.869141	-124.164894
21651.635742	-125.670570
21662.402344	-127.164085
21673.168945	-128.405014
21683.935547	-129.607544
21694.702148	-131.245422
21705.468750	-133.025711
21716.235352	-134.782806
21727.001953	-136.724777
21737.768555	-138.898438
21748.535156	-141.210983
21759.301758	-143.347244
21770.068359	-145.361465
21780.834961	-147.184860
21791.601562	-148.891342
21802.368164	-150.942795
21813.134766	-153.340912
21823.901367	-155.738373
21834.667969	-158.035751
21845.434570	-160.027405
21856.201172	-161.027206
21866.967773	-163.152893
21877.734375	-164.419724
21888.500977	-165.964828
21899.267578	-167.560089
21910.034180	-169.495346
21920.800781	-170.934540
21931.567383	-170.483292
21942.333984	-167.472702
21953.100586	-166.259399
21963.867188	-169.630341
21974.633789	-171.505524
21985.400391	-172.842407
21996.166992	-177.453171
22006.933594	-181.495453
22017.700195	-182.641586
22028.466797	-181.022705
22039.233398	-179.701904
