Frequency (Hz)	Level (dB)
8671.875000	-67.390411
8695.312500	-65.566910
8718.750000	-66.993683
8742.187500	-70.216286
8765.625000	-70.220253
8789.062500	-69.856522
8812.500000	-69.631813
8835.937500	-69.882439
8859.375000	-69.736435
8882.812500	-67.821220
8906.250000	-66.894638
8929.687500	-66.783554
8953.125000	-66.554695
8976.562500	-66.621490
9000.000000	-67.620346
9023.437500	-68.482269
9046.875000	-68.623070
9070.312500	-68.885460
9093.750000	-69.555893
9117.187500	-69.765945
9140.625000	-70.130653
9164.062500	-70.497116
9187.500000	-70.899216
9210.937500	-70.411797
9234.375000	-70.570709
9257.812500	-70.282600
9281.250000	-69.496101
9304.687500	-68.637253
9328.125000	-67.925919
9351.562500	-67.698479
9375.000000	-68.750130
9398.437500	-69.502174
9421.875000	-69.127182
9445.312500	-68.462952
9468.750000	-68.284462
9492.187500	-68.883949
9515.625000	-68.769676
9539.062500	-68.988953
9562.500000	-69.386154
9585.937500	-68.707291
9609.375000	-67.593948
9632.812500	-67.900314
9656.250000	-68.517410
9679.687500	-70.053146
9703.125000	-71.007919
9726.562500	-70.332672
9750.000000	-69.871613
9773.437500	-69.101349
9796.875000	-68.372993
9820.312500	-68.543228
9843.750000	-69.318779
9867.187500	-69.830589
9890.625000	-70.385963
9914.062500	-70.252502
9937.500000	-69.799171
9960.937500	-70.298996
9984.375000	-70.088074
10007.812500	-69.203804
10031.250000	-68.972321
10054.687500	-69.079346
10078.125000	-69.467941
10101.562500	-69.368431
10125.000000	-70.009544
10148.437500	-71.085213
10171.875000	-71.676483
10195.312500	-71.768257
10218.750000	-71.833107
10242.187500	-72.070618
10265.625000	-71.752510
10289.062500	-71.907318
10312.500000	-73.190681
10335.937500	-73.616531
10359.375000	-72.834633
10382.812500	-71.917702
10406.250000	-71.274826
10429.687500	-70.869484
10453.125000	-70.839897
10476.562500	-70.428963
10500.000000	-70.750252
10523.437500	-70.436089
10546.875000	-70.184456
10570.312500	-69.845139
10593.750000	-69.293190
10617.187500	-69.272644
10640.625000	-69.862686
10664.062500	-69.509804
10687.500000	-69.354843
10710.937500	-68.976067
10734.375000	-69.259064
10757.812500	-70.584335
10781.250000	-71.270149
10804.687500	-72.465820
10828.125000	-73.278923
10851.562500	-73.147423
10875.000000	-72.858971
10898.437500	-73.070618
10921.875000	-73.183128
10945.312500	-72.886856
10968.750000	-73.360649
10992.187500	-73.396416
11015.625000	-73.741173
11039.062500	-72.955505
11062.500000	-73.768303
11085.937500	-74.437454
11109.375000	-74.021416
11132.812500	-73.464706
11156.250000	-73.335022
11179.687500	-73.312531
11203.125000	-73.458214
11226.562500	-72.809418
11250.000000	-72.345978
11273.437500	-72.492615
11296.875000	-72.754066
11320.312500	-72.964989
11343.750000	-73.663719
11367.187500	-74.316399
11390.625000	-74.231766
11414.062500	-74.505707
11437.500000	-74.477875
11460.937500	-74.324036
11484.375000	-74.456444
11507.812500	-74.386208
11531.250000	-74.233147
11554.687500	-73.741425
11578.125000	-73.738815
11601.562500	-73.905914
11625.000000	-73.017662
11648.437500	-72.877899
11671.875000	-72.543243
11695.312500	-72.421272
11718.750000	-72.889839
11742.187500	-72.587280
11765.625000	-72.440247
11789.062500	-71.920540
11812.500000	-71.231995
11835.937500	-70.764809
11859.375000	-70.850212
11882.812500	-71.516129
11906.250000	-71.870087
11929.687500	-71.851105
11953.125000	-71.972191
11976.562500	-71.746819
12000.000000	-71.961273
12023.437500	-72.202393
12046.875000	-72.710663
12070.312500	-73.084953
12093.750000	-73.641846
12117.187500	-74.279770
12140.625000	-74.072083
12164.062500	-73.960464
12187.500000	-74.058014
12210.937500	-74.604012
12234.375000	-74.892815
12257.812500	-75.170448
12281.250000	-75.046669
12304.687500	-74.940033
12328.125000	-74.759239
12351.562500	-72.866417
12375.000000	-72.531311
12398.437500	-73.727867
12421.875000	-74.126328
12445.312500	-73.761093
12468.750000	-73.383980
12492.187500	-73.451065
12515.625000	-73.552269
12539.062500	-74.128670
12562.500000	-74.439705
12585.937500	-74.573494
12609.375000	-74.410194
12632.812500	-74.285873
12656.250000	-74.018967
12679.687500	-73.911720
12703.125000	-74.008026
12726.562500	-74.130356
12750.000000	-74.220680
12773.437500	-73.865524
12796.875000	-73.095650
12820.312500	-72.754250
12843.750000	-73.231308
12867.187500	-74.180519
12890.625000	-74.306763
12914.062500	-74.161163
12937.500000	-74.368530
12960.937500	-73.877518
12984.375000	-73.301605
13007.812500	-73.744202
13031.250000	-73.632446
13054.687500	-72.567200
13078.125000	-71.956810
13101.562500	-71.715446
13125.000000	-71.746712
13148.437500	-72.585075
13171.875000	-71.846161
13195.312500	-70.911636
13218.750000	-71.031013
13242.187500	-70.933258
13265.625000	-70.505997
13289.062500	-70.752396
13312.500000	-70.328506
13335.937500	-69.598465
13359.375000	-70.125053
13382.812500	-69.557259
13406.250000	-69.841904
13429.687500	-70.801865
13453.125000	-72.188858
13476.562500	-72.528717
13500.000000	-72.938408
13523.437500	-73.491631
13546.875000	-74.269623
13570.312500	-74.474808
13593.750000	-74.746758
13617.187500	-75.239227
13640.625000	-75.369888
13664.062500	-75.671669
13687.500000	-75.894753
13710.937500	-76.490257
13734.375000	-77.553970
13757.812500	-77.651505
13781.250000	-77.409264
13804.687500	-77.627510
13828.125000	-77.223991
13851.562500	-77.451134
13875.000000	-76.584999
13898.437500	-76.155518
13921.875000	-77.231293
13945.312500	-77.714905
13968.750000	-77.265800
13992.187500	-76.280220
14015.625000	-76.006729
14039.062500	-76.153793
14062.500000	-76.014153
14085.937500	-75.572433
14109.375000	-74.171776
14132.812500	-73.582146
14156.250000	-74.158302
14179.687500	-74.798271
14203.125000	-74.604454
14226.562500	-74.800301
14250.000000	-74.900391
14273.437500	-73.954155
14296.875000	-73.626556
14320.312500	-73.849281
14343.750000	-74.620216
14367.187500	-75.168938
14390.625000	-75.611771
14414.062500	-75.385155
14437.500000	-75.053795
14460.937500	-76.114433
14484.375000	-77.152435
14507.812500	-77.456093
14531.250000	-77.489304
14554.687500	-77.614960
14578.125000	-78.191750
14601.562500	-78.032852
14625.000000	-78.052193
14648.437500	-78.493706
14671.875000	-77.789612
14695.312500	-74.224930
14718.750000	-70.910683
14742.187500	-74.017754
14765.625000	-77.639809
14789.062500	-77.287720
14812.500000	-77.066948
14835.937500	-76.340919
14859.375000	-76.665504
14882.812500	-77.181313
14906.250000	-77.467529
14929.687500	-77.895370
14953.125000	-78.183678
14976.562500	-78.267799
15000.000000	-78.005035
15023.437500	-78.052620
15046.875000	-78.352814
15070.312500	-77.749397
15093.750000	-77.447769
15117.187500	-77.512642
15140.625000	-77.368736
15164.062500	-77.278061
15187.500000	-77.149498
15210.937500	-77.526352
15234.375000	-78.021538
15257.812500	-77.820274
15281.250000	-77.814842
15304.687500	-77.993584
15328.125000	-77.806984
15351.562500	-77.627625
15375.000000	-77.485916
15398.437500	-76.668510
15421.875000	-76.544266
15445.312500	-76.930870
15468.750000	-76.604225
15492.187500	-76.301041
15515.625000	-75.674652
15539.062500	-75.745033
15562.500000	-76.760147
15585.937500	-76.256317
15609.375000	-75.107475
15632.812500	-74.203217
15656.250000	-73.019440
15679.687500	-74.083107
15703.125000	-75.857307
15726.562500	-76.660011
15750.000000	-76.271088
15773.437500	-75.832352
15796.875000	-75.896988
15820.312500	-76.679611
15843.750000	-77.317223
15867.187500	-76.900589
15890.625000	-76.462555
15914.062500	-77.035355
15937.500000	-77.515396
15960.937500	-77.090889
15984.375000	-77.050797
16007.812500	-77.155266
16031.250000	-76.554024
16054.687500	-76.506744
16078.125000	-77.343918
16101.562500	-78.667923
16125.000000	-78.836929
16148.437500	-79.152824
16171.875000	-79.404961
16195.312500	-79.575180
16218.750000	-79.661728
16242.187500	-79.686676
16265.625000	-79.332314
16289.062500	-77.465515
16312.500000	-74.704926
16335.937500	-74.242783
16359.375000	-76.624893
16382.812500	-77.364548
16406.250000	-78.088486
16429.687500	-78.432343
16453.125000	-78.508598
16476.562500	-78.605446
16500.000000	-78.399574
16523.437500	-77.988525
16546.875000	-76.348221
16570.312500	-74.285660
16593.750000	-75.240051
16617.187500	-77.144363
16640.625000	-77.968567
16664.062500	-78.253448
16687.500000	-77.258003
16710.937500	-77.422523
16734.375000	-78.033592
16757.812500	-78.144981
16781.250000	-77.770462
16804.687500	-77.379974
16828.125000	-77.163460
16851.562500	-76.561714
16875.000000	-76.503426
16898.437500	-76.405266
16921.875000	-76.638168
16945.312500	-77.334404
16968.750000	-77.808487
16992.187500	-77.740494
17015.625000	-77.843002
17039.062500	-78.584694
17062.500000	-79.071899
17085.937500	-79.200829
17109.375000	-79.909134
17132.812500	-80.863525
17156.250000	-80.930824
17179.687500	-80.409225
17203.125000	-79.833473
17226.562500	-80.243301
17250.000000	-81.095619
17273.437500	-81.403343
17296.875000	-80.927361
17320.312500	-80.117760
17343.750000	-79.317505
17367.187500	-78.343811
17390.625000	-75.953468
17414.062500	-75.220856
17437.500000	-77.885696
17460.937500	-79.408752
17484.375000	-78.807877
17507.812500	-78.340919
17531.250000	-78.625412
17554.687500	-79.940750
17578.125000	-80.091728
17601.562500	-79.106407
17625.000000	-78.736816
17648.437500	-78.488678
17671.875000	-78.747101
17695.312500	-78.961540
17718.750000	-77.966507
17742.187500	-77.006241
17765.625000	-76.947449
17789.062500	-76.428146
17812.500000	-76.423492
17835.937500	-76.657074
17859.375000	-75.631264
17882.812500	-74.840103
17906.250000	-74.373093
17929.687500	-74.807281
17953.125000	-75.184402
17976.562500	-74.577759
18000.000000	-74.032257
18023.437500	-74.883423
18046.875000	-75.099663
18070.312500	-74.903343
18093.750000	-75.949516
18117.187500	-77.213776
18140.625000	-77.258087
18164.062500	-77.150963
18187.500000	-77.994263
18210.937500	-79.089088
18234.375000	-79.949196
18257.812500	-79.578964
18281.250000	-78.276276
18304.687500	-78.386841
18328.125000	-79.509857
18351.562500	-80.155365
18375.000000	-80.411346
18398.437500	-80.162178
18421.875000	-79.229889
18445.312500	-79.125710
18468.750000	-80.071899
18492.187500	-80.444054
18515.625000	-80.414948
18539.062500	-79.567406
18562.500000	-78.426643
18585.937500	-78.102852
18609.375000	-78.277931
18632.812500	-77.488403
18656.250000	-76.511215
18679.687500	-76.787033
18703.125000	-77.745697
18726.562500	-78.121841
18750.000000	-77.921715
18773.437500	-78.359818
18796.875000	-77.987633
18820.312500	-78.117332
18843.750000	-78.313072
18867.187500	-78.328133
18890.625000	-79.040649
18914.062500	-79.256767
18937.500000	-79.317574
18960.937500	-80.054947
18984.375000	-80.137421
19007.812500	-80.145142
19031.250000	-79.705475
19054.687500	-78.860748
19078.125000	-78.086121
19101.562500	-77.902214
19125.000000	-78.230423
19148.437500	-79.077408
19171.875000	-79.619484
19195.312500	-80.704277
19218.750000	-80.616837
19242.187500	-80.839287
19265.625000	-81.345482
19289.062500	-80.793671
19312.500000	-79.147789
19335.937500	-78.023170
19359.375000	-79.628014
19382.812500	-81.779770
19406.250000	-81.434113
19429.687500	-81.498444
19453.125000	-82.764465
19476.562500	-83.108406
19500.000000	-82.896088
19523.437500	-82.657120
19546.875000	-82.450096
19570.312500	-81.614098
19593.750000	-81.246880
19617.187500	-81.719872
19640.625000	-82.182083
19664.062500	-82.686569
19687.500000	-83.237640
19710.937500	-83.304832
19734.375000	-83.129333
19757.812500	-83.249321
19781.250000	-83.370644
19804.687500	-83.746117
19828.125000	-83.747406
19851.562500	-83.487785
19875.000000	-83.424858
19898.437500	-83.568069
19921.875000	-83.664742
19945.312500	-83.935158
19968.750000	-83.482895
19992.187500	-83.462921
20015.625000	-83.407181
20039.062500	-83.263580
20062.500000	-82.903473
20085.937500	-82.154076
20109.375000	-82.142593
20132.812500	-82.877411
20156.250000	-82.932945
20179.687500	-82.466103
20203.125000	-82.350548
20226.562500	-81.896973
20250.000000	-81.749420
20273.437500	-82.202705
20296.875000	-82.426949
20320.312500	-82.593048
20343.750000	-83.006935
20367.187500	-83.264099
20390.625000	-83.468063
20414.062500	-83.380150
20437.500000	-83.392120
20460.937500	-83.522461
20484.375000	-84.033272
20507.812500	-84.441261
20531.250000	-84.439537
20554.687500	-84.126007
20578.125000	-84.119339
20601.562500	-84.251511
20625.000000	-84.674690
20648.437500	-85.064438
20671.875000	-84.613922
20695.312500	-84.034157
20718.750000	-84.095459
20742.187500	-84.427856
20765.625000	-84.046684
20789.062500	-84.416336
20812.500000	-84.228355
20835.937500	-84.104774
20859.375000	-84.470123
20882.812500	-84.576981
20906.250000	-84.242813
20929.687500	-84.642265
20953.125000	-84.539871
20976.562500	-85.159172
21000.000000	-85.406296
21023.437500	-85.411476
21046.875000	-85.368362
21070.312500	-85.176849
21093.750000	-85.303764
21117.187500	-85.518776
21140.625000	-85.210510
21164.062500	-84.774605
21187.500000	-84.684074
21210.937500	-84.384453
21234.375000	-84.410011
21257.812500	-84.881546
21281.250000	-84.459595
21304.687500	-84.256645
21328.125000	-84.615135
21351.562500	-84.244698
21375.000000	-84.511528
21398.437500	-85.022400
21421.875000	-85.467812
21445.312500	-85.185944
21468.750000	-85.319107
21492.187500	-85.927750
21515.625000	-85.572159
21539.062500	-85.452049
21562.500000	-85.915871
21585.937500	-85.864532
21609.375000	-86.063087
21632.812500	-86.400352
21656.250000	-85.911385
21679.687500	-85.490898
21703.125000	-85.116226
21726.562500	-84.817833
21750.000000	-84.492317
21773.437500	-84.679184
21796.875000	-85.394638
21820.312500	-86.285095
21843.750000	-87.126266
21867.187500	-87.260422
21890.625000	-87.154877
21914.062500	-87.458260
21937.500000	-87.224083
21960.937500	-86.550720
21984.375000	-86.539688
22007.812500	-86.685776
22031.250000	-85.967979
22054.687500	-85.787003
22078.125000	-85.220772
22101.562500	-85.496849
22125.000000	-86.330582
22148.437500	-86.088921
22171.875000	-86.247719
22195.312500	-86.719933
22218.750000	-86.624886
22242.187500	-85.767944
22265.625000	-85.644371
22289.062500	-86.240013
22312.500000	-86.965744
22335.937500	-87.832901
22359.375000	-88.203018
22382.812500	-87.956963
22406.250000	-87.939949
22429.687500	-87.859787
22453.125000	-87.691139
22476.562500	-87.668953
22500.000000	-87.550179
22523.437500	-88.165855
22546.875000	-88.044006
22570.312500	-88.145317
22593.750000	-88.445236
22617.187500	-87.845566
22640.625000	-87.500130
22664.062500	-87.326019
22687.500000	-87.552574
22710.937500	-87.798096
22734.375000	-87.816467
22757.812500	-88.096748
22781.250000	-88.201172
22804.687500	-88.127083
22828.125000	-88.289192
22851.562500	-88.587830
22875.000000	-88.854546
22898.437500	-88.836174
22921.875000	-89.155685
22945.312500	-89.184799
22968.750000	-89.076263
22992.187500	-89.320724
23015.625000	-89.715897
23039.062500	-89.811287
23062.500000	-89.762047
23085.937500	-89.909142
23109.375000	-89.790527
23132.812500	-89.610062
23156.250000	-89.800674
23179.687500	-90.264519
23203.125000	-89.990463
23226.562500	-90.198463
23250.000000	-90.486633
23273.437500	-90.398773
23296.875000	-89.829773
23320.312500	-89.759636
23343.750000	-90.130035
23367.187500	-90.177956
23390.625000	-90.224663
23414.062500	-90.668167
23437.500000	-90.682724
23460.937500	-90.934830
23484.375000	-91.122032
23507.812500	-90.726746
23531.250000	-89.947548
23554.687500	-89.916603
23578.125000	-89.947388
23601.562500	-89.994011
23625.000000	-90.044945
23648.437500	-89.753136
23671.875000	-89.116173
23695.312500	-89.699211
23718.750000	-90.797371
23742.187500	-90.868614
23765.625000	-90.557861
23789.062500	-90.463913
23812.500000	-90.286079
23835.937500	-89.828697
23859.375000	-89.510674
23882.812500	-89.470703
23906.250000	-90.223297
23929.687500	-90.507233
23953.125000	-90.537292
23976.562500	-90.582840
24000.000000	-90.400620
24023.437500	-90.592194
24046.875000	-90.716476
24070.312500	-90.548737
24093.750000	-90.749878
24117.187500	-91.274170
24140.625000	-91.920113
24164.062500	-91.744011
24187.500000	-91.753136
24210.937500	-92.197365
24234.375000	-92.383141
24257.812500	-92.409309
24281.250000	-92.484001
24304.687500	-92.176140
24328.125000	-92.019676
24351.562500	-91.895081
24375.000000	-92.400032
24398.437500	-92.359673
24421.875000	-92.222603
24445.312500	-92.294556
24468.750000	-92.636604
24492.187500	-92.692337
24515.625000	-92.867302
24539.062500	-92.472359
24562.500000	-92.733757
24585.937500	-92.824020
24609.375000	-92.915108
24632.812500	-92.403000
24656.250000	-92.166115
24679.687500	-92.573769
24703.125000	-92.466835
24726.562500	-92.016525
24750.000000	-92.484528
24773.437500	-92.844200
24796.875000	-92.880753
24820.312500	-92.984726
24843.750000	-92.868523
24867.187500	-92.699287
24890.625000	-93.033920
24914.062500	-93.002510
24937.500000	-93.126801
24960.937500	-93.280426
24984.375000	-93.260139
25007.812500	-93.117332
25031.250000	-92.923492
25054.687500	-92.786736
25078.125000	-93.316383
25101.562500	-93.310799
25125.000000	-93.562416
25148.437500	-93.647415
25171.875000	-93.628708
25195.312500	-93.321289
25218.750000	-93.447998
25242.187500	-93.459480
25265.625000	-93.531242
25289.062500	-93.630257
25312.500000	-93.677956
25335.937500	-94.170761
25359.375000	-94.366402
25382.812500	-94.308235
25406.250000	-94.485710
25429.687500	-94.562874
25453.125000	-94.365677
25476.562500	-94.483719
25500.000000	-94.569550
25523.437500	-94.714813
25546.875000	-94.537506
25570.312500	-94.607178
25593.750000	-95.211395
25617.187500	-95.168915
25640.625000	-95.236618
25664.062500	-95.240921
25687.500000	-95.096184
25710.937500	-94.996643
25734.375000	-95.383476
25757.812500	-95.014824
25781.250000	-94.477043
25804.687500	-94.779732
25828.125000	-95.316277
25851.562500	-95.285446
25875.000000	-95.161293
25898.437500	-95.064957
25921.875000	-94.771202
25945.312500	-94.666664
25968.750000	-94.629082
25992.187500	-94.443748
26015.625000	-94.431053
26039.062500	-94.066147
26062.500000	-93.755302
26085.937500	-94.562576
26109.375000	-95.217827
26132.812500	-94.963264
26156.250000	-94.661095
26179.687500	-94.542168
26203.125000	-94.604530
26226.562500	-94.694443
26250.000000	-94.684891
26273.437500	-94.273903
26296.875000	-94.316025
26320.312500	-94.549278
26343.750000	-94.628319
26367.187500	-94.328110
26390.625000	-93.981979
26414.062500	-94.607590
26437.500000	-94.723618
26460.937500	-94.233490
26484.375000	-94.264709
26507.812500	-94.122719
26531.250000	-93.970764
26554.687500	-94.324028
26578.125000	-94.402016
26601.562500	-94.372795
26625.000000	-94.527336
26648.437500	-94.536003
26671.875000	-94.644745
26695.312500	-94.397713
26718.750000	-94.443558
26742.187500	-95.056892
26765.625000	-95.029358
26789.062500	-94.044174
26812.500000	-93.881462
26835.937500	-94.459557
26859.375000	-94.737686
26882.812500	-94.861771
26906.250000	-95.219757
26929.687500	-95.450684
26953.125000	-95.403526
26976.562500	-95.222321
27000.000000	-95.266411
27023.437500	-95.633789
27046.875000	-95.687424
27070.312500	-95.479095
27093.750000	-95.316978
27117.187500	-95.551010
27140.625000	-95.849426
27164.062500	-95.604370
27187.500000	-95.880722
27210.937500	-96.169647
27234.375000	-96.050636
27257.812500	-96.156021
27281.250000	-96.315628
27304.687500	-96.215294
