Frequency (Hz)	Level (dB)
27328.125000	-96.012665
27351.562500	-96.210152
27375.000000	-96.403816
27398.437500	-96.263054
27421.875000	-96.054192
27445.312500	-96.243965
27468.750000	-95.929817
27492.187500	-96.017036
27515.625000	-96.106483
27539.062500	-96.181496
27562.500000	-95.758186
27585.937500	-95.337715
27609.375000	-95.385544
27632.812500	-95.658646
27656.250000	-95.737419
27679.687500	-95.754959
27703.125000	-95.856133
27726.562500	-95.614502
27750.000000	-95.855316
27773.437500	-95.808281
27796.875000	-95.665695
27820.312500	-95.701775
27843.750000	-95.500130
27867.187500	-95.987038
27890.625000	-96.392197
27914.062500	-96.080162
27937.500000	-96.046104
27960.937500	-96.133484
27984.375000	-95.756683
28007.812500	-95.819565
28031.250000	-96.201828
28054.687500	-96.051720
28078.125000	-96.015190
28101.562500	-96.361626
28125.000000	-96.390266
28148.437500	-96.596649
28171.875000	-96.741554
28195.312500	-96.814362
28218.750000	-96.635056
28242.187500	-96.397537
28265.625000	-96.342102
28289.062500	-96.658714
28312.500000	-96.691422
28335.937500	-96.755730
28359.375000	-96.279587
28382.812500	-96.250923
28406.250000	-96.461197
28429.687500	-96.397530
28453.125000	-96.545715
28476.562500	-96.817139
28500.000000	-96.778381
28523.437500	-96.794571
28546.875000	-97.101257
28570.312500	-97.061668
28593.750000	-96.746643
28617.187500	-96.870117
28640.625000	-97.264656
28664.062500	-97.362122
28687.500000	-97.367661
28710.937500	-97.143745
28734.375000	-97.002731
28757.812500	-96.630493
28781.250000	-96.075005
28804.687500	-96.240562
28828.125000	-96.430870
28851.562500	-95.800110
28875.000000	-95.829788
28898.437500	-96.135643
28921.875000	-95.949867
28945.312500	-95.975060
28968.750000	-96.271187
28992.187500	-96.521751
29015.625000	-96.771111
29039.062500	-96.771210
29062.500000	-96.780807
29085.937500	-97.142387
29109.375000	-97.269836
29132.812500	-97.287529
29156.250000	-97.188148
29179.687500	-97.096291
29203.125000	-96.618523
29226.562500	-96.298019
29250.000000	-96.762962
29273.437500	-96.954002
29296.875000	-97.163971
29320.312500	-97.108078
29343.750000	-97.077385
29367.187500	-97.154732
29390.625000	-96.880951
29414.062500	-96.679588
29437.500000	-96.663986
29460.937500	-96.866150
29484.375000	-97.008423
29507.812500	-96.721092
29531.250000	-96.642761
29554.687500	-96.174286
29578.125000	-96.068954
29601.562500	-96.389496
29625.000000	-96.394279
29648.437500	-96.542282
29671.875000	-96.375877
29695.312500	-96.347679
29718.750000	-96.268837
29742.187500	-96.559097
29765.625000	-96.506126
29789.062500	-96.323433
29812.500000	-96.549057
29835.937500	-97.227798
29859.375000	-97.133148
29882.812500	-96.802246
29906.250000	-96.902611
29929.687500	-96.669067
29953.125000	-96.393906
29976.562500	-96.496391
30000.000000	-96.271797
30023.437500	-96.584999
30046.875000	-96.662132
30070.312500	-96.599640
30093.750000	-96.951744
30117.187500	-96.821777
30140.625000	-96.556473
30164.062500	-96.534813
30187.500000	-96.349327
30210.937500	-96.289612
30234.375000	-96.299942
30257.812500	-95.622139
30281.250000	-96.018448
30304.687500	-95.995689
30328.125000	-96.167114
30351.562500	-96.347672
30375.000000	-96.227654
30398.437500	-96.694824
30421.875000	-96.780350
30445.312500	-97.024841
30468.750000	-97.282417
30492.187500	-97.260590
30515.625000	-97.191078
30539.062500	-97.048637
30562.500000	-96.956871
30585.937500	-96.758743
30609.375000	-96.517448
30632.812500	-96.031212
30656.250000	-96.122887
30679.687500	-96.605240
30703.125000	-96.787567
30726.562500	-96.921265
30750.000000	-96.974312
30773.437500	-97.053802
30796.875000	-96.938583
30820.312500	-97.154221
30843.750000	-97.401199
30867.187500	-97.629181
30890.625000	-97.491776
30914.062500	-97.515869
30937.500000	-97.659866
30960.937500	-97.560310
30984.375000	-97.789406
31007.812500	-97.729454
31031.250000	-97.953087
31054.687500	-97.775002
31078.125000	-97.598450
31101.562500	-97.717194
31125.000000	-97.671974
31148.437500	-97.696747
31171.875000	-97.681496
31195.312500	-97.573891
31218.750000	-97.620926
31242.187500	-97.271393
31265.625000	-97.291512
31289.062500	-97.590591
31312.500000	-97.759720
31335.937500	-97.580238
31359.375000	-97.561134
31382.812500	-97.627373
31406.250000	-97.402771
31429.687500	-97.482697
31453.125000	-97.741692
31476.562500	-97.797127
31500.000000	-97.600616
31523.437500	-97.650185
31546.875000	-97.607269
31570.312500	-97.793381
31593.750000	-97.948891
31617.187500	-97.892136
31640.625000	-97.724220
31664.062500	-98.062263
31687.500000	-97.996506
31710.937500	-97.504990
31734.375000	-97.176460
31757.812500	-97.027390
31781.250000	-97.493172
31804.687500	-98.053604
31828.125000	-98.398407
31851.562500	-98.272835
31875.000000	-98.547768
31898.437500	-98.842285
31921.875000	-98.710396
31945.312500	-98.143837
31968.750000	-98.330299
31992.187500	-98.662712
32015.625000	-98.374313
32039.062500	-98.055229
32062.500000	-97.970047
32085.937500	-97.570633
32109.375000	-98.089005
32132.812500	-97.642288
32156.250000	-97.879997
32179.687500	-98.285149
32203.125000	-98.397003
32226.562500	-98.472549
32250.000000	-98.243683
32273.437500	-98.265541
32296.875000	-98.386711
32320.312500	-98.293251
32343.750000	-98.254341
32367.187500	-97.875740
32390.625000	-97.745331
32414.062500	-98.151703
32437.500000	-98.389206
32460.937500	-98.635117
32484.375000	-98.570671
32507.812500	-98.503662
32531.250000	-98.087936
32554.687500	-98.149101
32578.125000	-98.459572
32601.562500	-98.127144
32625.000000	-97.799660
32648.437500	-97.799202
32671.875000	-97.653786
32695.312500	-97.653992
32718.750000	-98.058655
32742.187500	-98.450020
32765.625000	-98.078430
32789.062500	-98.202934
32812.500000	-98.346077
32835.937500	-98.393684
32859.375000	-98.351059
32882.812500	-98.332451
32906.250000	-98.380325
32929.687500	-98.389320
32953.125000	-98.157021
32976.562500	-98.276390
33000.000000	-98.648979
33023.437500	-98.609322
33046.875000	-98.258110
33070.312500	-97.820793
33093.750000	-97.961205
33117.187500	-98.433472
33140.625000	-98.519897
33164.062500	-97.898941
33187.500000	-97.776527
33210.937500	-98.042946
33234.375000	-98.178001
33257.812500	-98.202965
33281.250000	-98.277374
33304.687500	-98.561371
33328.125000	-98.065422
33351.562500	-97.880905
33375.000000	-98.294174
33398.437500	-98.239853
33421.875000	-97.569595
33445.312500	-97.422783
33468.750000	-97.833740
33492.187500	-98.103134
33515.625000	-97.855621
33539.062500	-97.362038
33562.500000	-97.655006
33585.937500	-98.088470
33609.375000	-97.948830
33632.812500	-98.334328
33656.250000	-98.353134
33679.687500	-97.851784
33703.125000	-97.885971
33726.562500	-96.678764
33750.000000	-95.544365
33773.437500	-96.618385
33796.875000	-98.227364
33820.312500	-98.989098
33843.750000	-98.633278
33867.187500	-98.352196
33890.625000	-98.465210
33914.062500	-98.507797
33937.500000	-98.283813
33960.937500	-98.186707
33984.375000	-98.051933
34007.812500	-98.185951
34031.250000	-98.388474
34054.687500	-98.701599
34078.125000	-98.578857
34101.562500	-99.065475
34125.000000	-99.109398
34148.437500	-98.603195
34171.875000	-98.172150
34195.312500	-98.401550
34218.750000	-98.886017
34242.187500	-99.511208
34265.625000	-99.911987
34289.062500	-100.033134
34312.500000	-100.148979
34335.937500	-100.328346
34359.375000	-100.013016
34382.812500	-100.152412
34406.250000	-100.306953
34429.687500	-99.867462
34453.125000	-99.678658
34476.562500	-99.771263
34500.000000	-99.525917
34523.437500	-99.341965
34546.875000	-98.809738
34570.312500	-99.192955
34593.750000	-100.061470
34617.187500	-100.512161
34640.625000	-100.862663
34664.062500	-100.745331
34687.500000	-100.717476
34710.937500	-100.673767
34734.375000	-100.528961
34757.812500	-100.543114
34781.250000	-100.598267
34804.687500	-100.915504
34828.125000	-101.390289
34851.562500	-101.578773
34875.000000	-101.838127
34898.437500	-101.662354
34921.875000	-101.512413
34945.312500	-101.456810
34968.750000	-101.818390
34992.187500	-101.736183
35015.625000	-101.661774
35039.062500	-101.614273
35062.500000	-101.462532
35085.937500	-101.375450
35109.375000	-101.746170
35132.812500	-101.954887
35156.250000	-102.011642
35179.687500	-102.050476
35203.125000	-101.818001
35226.562500	-102.187691
35250.000000	-102.371986
35273.437500	-102.672104
35296.875000	-102.935272
35320.312500	-102.996948
35343.750000	-102.982498
35367.187500	-102.786377
35390.625000	-102.692001
35414.062500	-103.023529
35437.500000	-103.086533
35460.937500	-102.888527
35484.375000	-102.897758
35507.812500	-103.172707
35531.250000	-103.243729
35554.687500	-102.428993
35578.125000	-102.057922
35601.562500	-102.682770
35625.000000	-103.201103
35648.437500	-103.400772
35671.875000	-103.495796
35695.312500	-103.628639
35718.750000	-103.180641
35742.187500	-103.354950
35765.625000	-103.861221
35789.062500	-104.170921
35812.500000	-103.785995
35835.937500	-102.914337
35859.375000	-103.024429
35882.812500	-103.762550
35906.250000	-103.611473
35929.687500	-102.578857
35953.125000	-102.677467
35976.562500	-103.319595
36000.000000	-103.229980
36023.437500	-103.619865
36046.875000	-103.852570
36070.312500	-103.570107
36093.750000	-103.610420
36117.187500	-104.055054
36140.625000	-104.443245
36164.062500	-104.918488
36187.500000	-104.934875
36210.937500	-104.543755
36234.375000	-104.330742
36257.812500	-103.973526
36281.250000	-104.114113
36304.687500	-104.906403
36328.125000	-105.056252
36351.562500	-104.805412
36375.000000	-105.029312
36398.437500	-104.666420
36421.875000	-104.355927
36445.312500	-104.539276
36468.750000	-104.836945
36492.187500	-104.970596
36515.625000	-105.194542
36539.062500	-104.826164
36562.500000	-104.101280
36585.937500	-103.934677
36609.375000	-104.402390
36632.812500	-105.185875
36656.250000	-105.594017
36679.687500	-105.818176
36703.125000	-105.601006
36726.562500	-105.683258
36750.000000	-105.816071
36773.437500	-105.992744
36796.875000	-105.927177
36820.312500	-106.017754
36843.750000	-105.726158
36867.187500	-105.580238
36890.625000	-105.723373
36914.062500	-105.849075
36937.500000	-104.697708
36960.937500	-104.780891
36984.375000	-105.445877
37007.812500	-106.086090
37031.250000	-106.454170
37054.687500	-106.205978
37078.125000	-105.737839
37101.562500	-105.723083
37125.000000	-105.878952
37148.437500	-106.205116
37171.875000	-106.003113
37195.312500	-106.115753
37218.750000	-106.555107
37242.187500	-106.740273
37265.625000	-106.903206
37289.062500	-106.961166
37312.500000	-106.815887
37335.937500	-106.752235
37359.375000	-106.764732
37382.812500	-106.817635
37406.250000	-107.171234
37429.687500	-107.536034
37453.125000	-107.283279
37476.562500	-107.207916
37500.000000	-106.921539
37523.437500	-106.863724
37546.875000	-106.759125
37570.312500	-106.798157
37593.750000	-106.825562
37617.187500	-106.737679
37640.625000	-107.122139
37664.062500	-107.525299
37687.500000	-107.541794
37710.937500	-107.588753
37734.375000	-107.429764
37757.812500	-107.402550
37781.250000	-107.214432
37804.687500	-107.214676
37828.125000	-107.232010
37851.562500	-107.373909
37875.000000	-107.334846
37898.437500	-107.545433
37921.875000	-107.645103
37945.312500	-107.712303
37968.750000	-107.567886
37992.187500	-107.328537
38015.625000	-107.352165
38039.062500	-107.379898
38062.500000	-107.436806
38085.937500	-107.469513
38109.375000	-107.386765
38132.812500	-107.812660
38156.250000	-108.005280
38179.687500	-107.994637
38203.125000	-107.888519
38226.562500	-107.510933
38250.000000	-107.261864
38273.437500	-107.518005
38296.875000	-107.822128
38320.312500	-107.552521
38343.750000	-107.331734
38367.187500	-107.782860
38390.625000	-107.744278
38414.062500	-107.915894
38437.500000	-108.105759
38460.937500	-108.050621
38484.375000	-107.883026
38507.812500	-107.709038
38531.250000	-107.786018
38554.687500	-108.013268
38578.125000	-108.339561
38601.562500	-108.115540
38625.000000	-107.985031
38648.437500	-108.042953
38671.875000	-108.193680
38695.312500	-108.078018
38718.750000	-108.173538
38742.187500	-108.069534
38765.625000	-108.034836
38789.062500	-108.100990
38812.500000	-107.997437
38835.937500	-108.187843
38859.375000	-108.154137
38882.812500	-108.118202
38906.250000	-108.225151
38929.687500	-107.928261
38953.125000	-107.921753
38976.562500	-108.161209
39000.000000	-108.045250
39023.437500	-108.116348
39046.875000	-108.275330
39070.312500	-108.430374
39093.750000	-108.279922
39117.187500	-108.007980
39140.625000	-107.960533
39164.062500	-107.904144
39187.500000	-107.797401
39210.937500	-107.882996
39234.375000	-107.754616
39257.812500	-107.875839
39281.250000	-107.831474
39304.687500	-107.857086
39328.125000	-107.343483
39351.562500	-107.444878
39375.000000	-107.989510
39398.437500	-108.538040
39421.875000	-108.593750
39445.312500	-108.000305
39468.750000	-107.512718
39492.187500	-108.034821
39515.625000	-108.232796
39539.062500	-108.238251
39562.500000	-108.173012
39585.937500	-108.068497
39609.375000	-108.747398
39632.812500	-109.049362
39656.250000	-108.874069
39679.687500	-108.702530
39703.125000	-109.034439
39726.562500	-108.833839
39750.000000	-108.642448
39773.437500	-108.846939
39796.875000	-108.680061
39820.312500	-108.813637
39843.750000	-109.173958
39867.187500	-109.298141
39890.625000	-109.164177
39914.062500	-109.119011
39937.500000	-109.074394
39960.937500	-109.268158
39984.375000	-109.181168
40007.812500	-108.899147
40031.250000	-108.952141
40054.687500	-108.840698
40078.125000	-108.952393
40101.562500	-108.897331
40125.000000	-108.745529
40148.437500	-108.624611
40171.875000	-108.403564
40195.312500	-108.414322
40218.750000	-108.336037
40242.187500	-108.396355
40265.625000	-108.713303
40289.062500	-109.071266
40312.500000	-109.643707
40335.937500	-109.609077
40359.375000	-109.377129
40382.812500	-109.171982
40406.250000	-109.295815
40429.687500	-109.033501
40453.125000	-108.974129
40476.562500	-109.040398
40500.000000	-109.006325
40523.437500	-108.829575
40546.875000	-108.950897
40570.312500	-108.789406
40593.750000	-108.631912
40617.187500	-108.979515
40640.625000	-109.169586
40664.062500	-109.094330
40687.500000	-108.991142
40710.937500	-108.987488
40734.375000	-109.216423
40757.812500	-109.250412
40781.250000	-108.846291
40804.687500	-109.034584
40828.125000	-109.120644
40851.562500	-109.149384
40875.000000	-109.100418
40898.437500	-108.865860
40921.875000	-108.677078
40945.312500	-109.173752
40968.750000	-109.662239
40992.187500	-109.349716
41015.625000	-108.991364
41039.062500	-108.752090
41062.500000	-108.699364
41085.937500	-109.168541
41109.375000	-109.430275
41132.812500	-109.585060
41156.250000	-109.694733
41179.687500	-109.767418
41203.125000	-109.573219
41226.562500	-109.537636
41250.000000	-109.821182
41273.437500	-109.816467
41296.875000	-110.024498
41320.312500	-110.648804
41343.750000	-110.483322
41367.187500	-109.716415
41390.625000	-109.094040
41414.062500	-109.119087
41437.500000	-109.198647
41460.937500	-109.503799
41484.375000	-109.935356
41507.812500	-109.957939
41531.250000	-109.545631
41554.687500	-109.575081
41578.125000	-109.726906
41601.562500	-109.997223
41625.000000	-110.239922
41648.437500	-110.519333
41671.875000	-110.741402
41695.312500	-110.212151
41718.750000	-110.218414
41742.187500	-110.266014
41765.625000	-110.709290
41789.062500	-111.398788
41812.500000	-111.340836
41835.937500	-110.906296
41859.375000	-110.670876
41882.812500	-111.179306
41906.250000	-111.297302
41929.687500	-111.414253
41953.125000	-111.199303
41976.562500	-110.683449
42000.000000	-110.625053
42023.437500	-110.840073
42046.875000	-110.386612
42070.312500	-110.299652
42093.750000	-111.197792
42117.187500	-111.322083
42140.625000	-110.805840
42164.062500	-110.696297
42187.500000	-111.323578
42210.937500	-111.424667
42234.375000	-111.406715
42257.812500	-111.395813
42281.250000	-111.188789
42304.687500	-111.531982
42328.125000	-111.175842
42351.562500	-111.532257
42375.000000	-111.943069
42398.437500	-112.064651
42421.875000	-111.764893
42445.312500	-111.833672
42468.750000	-112.328636
42492.187500	-112.309891
42515.625000	-112.210403
42539.062500	-111.993279
42562.500000	-112.156708
42585.937500	-112.248055
42609.375000	-112.358978
42632.812500	-112.300453
42656.250000	-112.558365
42679.687500	-112.674377
42703.125000	-112.620415
42726.562500	-112.657684
42750.000000	-112.244736
42773.437500	-111.733223
42796.875000	-111.139778
42820.312500	-111.662041
42843.750000	-111.784698
42867.187500	-112.038872
42890.625000	-112.158554
42914.062500	-112.372650
42937.500000	-112.223343
42960.937500	-112.711136
42984.375000	-112.757187
43007.812500	-112.556793
43031.250000	-112.594612
43054.687500	-112.565643
43078.125000	-112.741226
43101.562500	-113.010742
43125.000000	-113.008545
43148.437500	-112.867989
43171.875000	-112.401428
43195.312500	-111.508774
43218.750000	-110.774696
43242.187500	-110.719719
43265.625000	-110.900208
43289.062500	-111.456970
43312.500000	-112.107933
43335.937500	-112.532028
43359.375000	-112.776962
43382.812500	-112.166023
43406.250000	-110.787842
43429.687500	-108.862579
43453.125000	-107.786484
43476.562500	-109.419495
43500.000000	-111.717590
43523.437500	-112.138329
43546.875000	-112.453331
43570.312500	-112.709427
43593.750000	-112.548157
43617.187500	-111.736298
43640.625000	-111.854851
43664.062500	-111.539711
43687.500000	-111.013458
43710.937500	-112.339920
43734.375000	-112.689079
43757.812500	-111.373932
43781.250000	-109.334351
43804.687500	-108.093224
43828.125000	-107.654396
43851.562500	-108.621460
43875.000000	-110.526833
43898.437500	-111.197563
43921.875000	-111.028046
43945.312500	-109.509148
43968.750000	-108.681824
43992.187500	-109.242706
44015.625000	-110.684380
44039.062500	-110.882545
44062.500000	-110.876015
44085.937500	-110.751114
44109.375000	-109.504150
44132.812500	-109.168327
44156.250000	-110.146530
44179.687500	-111.775429
44203.125000	-112.474800
44226.562500	-112.250977
44250.000000	-112.097366
44273.437500	-112.036682
44296.875000	-111.762070
44320.312500	-111.532082
44343.750000	-111.102226
44367.187500	-110.173874
44390.625000	-109.155746
44414.062500	-109.393677
44437.500000	-107.795555
44460.937500	-106.782188
44484.375000	-108.750877
44507.812500	-110.402290
44531.250000	-108.923965
44554.687500	-107.915421
44578.125000	-108.759491
44601.562500	-111.364700
44625.000000	-112.129417
44648.437500	-110.802071
44671.875000	-109.992577
44695.312500	-110.053017
44718.750000	-110.298500
44742.187500	-110.691635
44765.625000	-111.075859
44789.062500	-110.166809
44812.500000	-108.970795
44835.937500	-108.665245
44859.375000	-110.498367
44882.812500	-111.726952
44906.250000	-111.062416
44929.687500	-111.051323
44953.125000	-111.201462
44976.562500	-111.449890
45000.000000	-111.378670
45023.437500	-110.154961
45046.875000	-111.165726
45070.312500	-112.510391
45093.750000	-111.612999
45117.187500	-111.050331
45140.625000	-111.637550
45164.062500	-111.899513
45187.500000	-111.138802
45210.937500	-110.687172
45234.375000	-111.033791
45257.812500	-111.620323
45281.250000	-110.942459
45304.687500	-110.677788
45328.125000	-111.293304
45351.562500	-112.683662
45375.000000	-112.412956
45398.437500	-111.514801
45421.875000	-112.756805
45445.312500	-112.239128
45468.750000	-111.283180
45492.187500	-112.389023
45515.625000	-113.616859
45539.062500	-113.512413
45562.500000	-112.979691
45585.937500	-111.699242
45609.375000	-109.791008
45632.812500	-109.889305
45656.250000	-110.543503
45679.687500	-109.945625
45703.125000	-110.963676
45726.562500	-111.335907
45750.000000	-111.744606
45773.437500	-113.099594
45796.875000	-111.078453
45820.312500	-109.524925
45843.750000	-107.220695
45867.187500	-106.641022
45890.625000	-108.951530
45914.062500	-108.441139
45937.500000	-110.424942
45960.937500	-111.199883
45984.375000	-112.897888
46007.812500	-112.009811
46031.250000	-111.714851
46054.687500	-111.239784
46078.125000	-111.954308
46101.562500	-112.416702
46125.000000	-112.591156
46148.437500	-112.194939
46171.875000	-110.799667
46195.312500	-107.889519
46218.750000	-106.408867
46242.187500	-105.585442
46265.625000	-108.000526
46289.062500	-109.582420
46312.500000	-110.625122
46335.937500	-110.540474
46359.375000	-109.217056
46382.812500	-109.512505
46406.250000	-110.937424
46429.687500	-111.353294
46453.125000	-110.561249
46476.562500	-111.171082
46500.000000	-110.823807
46523.437500	-110.176842
46546.875000	-110.910484
46570.312500	-113.002327
46593.750000	-115.171692
46617.187500	-115.627121
46640.625000	-114.499603
46664.062500	-114.572983
46687.500000	-114.622467
46710.937500	-113.744133
46734.375000	-112.992279
46757.812500	-112.352798
46781.250000	-111.330391
46804.687500	-111.214348
46828.125000	-110.271912
46851.562500	-107.946846
46875.000000	-109.363632
46898.437500	-113.017448
46921.875000	-112.230804
46945.312500	-109.400223
46968.750000	-109.421188
46992.187500	-112.047508
47015.625000	-114.888725
47039.062500	-114.007828
47062.500000	-111.943535
47085.937500	-110.399307
47109.375000	-110.825844
47132.812500	-110.502441
47156.250000	-111.809021
47179.687500	-111.895531
47203.125000	-110.759468
47226.562500	-109.092308
47250.000000	-109.588280
47273.437500	-111.350121
47296.875000	-110.291252
47320.312500	-109.493073
47343.750000	-107.879379
47367.187500	-107.319008
47390.625000	-108.938194
47414.062500	-110.588776
47437.500000	-111.207741
47460.937500	-112.247200
47484.375000	-112.898552
47507.812500	-111.943893
47531.250000	-111.801926
47554.687500	-112.054100
47578.125000	-113.256500
47601.562500	-112.939445
47625.000000	-111.820366
47648.437500	-111.297882
47671.875000	-109.787376
47695.312500	-108.434258
47718.750000	-108.812103
47742.187500	-108.564087
47765.625000	-111.856850
47789.062500	-111.106361
47812.500000	-113.016273
47835.937500	-114.020508
47859.375000	-111.782280
47882.812500	-112.318764
47906.250000	-112.629478
47929.687500	-112.794876
47953.125000	-113.478851
47976.562500	-111.277374
