Frequency (Hz)	Level (dB)
8742.480469	-68.489937
8764.013672	-68.432045
8785.546875	-68.262405
8807.080078	-68.604355
8828.613281	-69.102112
8850.146484	-68.960167
8871.679688	-67.622169
8893.212891	-66.634277
8914.746094	-66.596130
8936.279297	-66.306244
8957.812500	-65.809967
8979.345703	-65.633911
9000.878906	-66.169167
9022.412109	-66.728409
9043.945312	-67.879265
9065.478516	-68.944717
9087.011719	-69.623474
9108.544922	-69.717567
9130.078125	-69.779152
9151.611328	-70.512650
9173.144531	-70.871338
9194.677734	-70.722946
9216.210938	-70.377007
9237.744141	-70.341095
9259.277344	-70.276596
9280.810547	-69.471664
9302.343750	-68.447128
9323.876953	-67.779846
9345.410156	-67.211578
9366.943359	-68.123901
9388.476562	-68.871170
9410.009766	-68.629120
9431.542969	-68.086464
9453.076172	-67.937645
9474.609375	-67.507927
9496.142578	-67.704910
9517.675781	-67.689529
9539.208984	-67.970055
9560.742188	-67.900009
9582.275391	-67.364189
9603.808594	-67.707718
9625.341797	-68.072289
9646.875000	-68.429085
9668.408203	-68.636772
9689.941406	-68.778656
9711.474609	-68.013077
9733.007812	-67.437355
9754.541016	-67.544434
9776.074219	-67.499023
9797.607422	-67.945641
9819.140625	-68.401123
9840.673828	-68.612617
9862.207031	-69.120987
9883.740234	-69.103867
9905.273438	-69.154106
9926.806641	-69.515541
9948.339844	-69.676682
9969.873047	-69.899315
9991.406250	-69.462059
10012.939453	-68.772675
10034.472656	-69.024445
10056.005859	-69.032104
10077.539062	-69.297226
10099.072266	-69.501823
10120.605469	-70.120407
10142.138672	-71.014381
10163.671875	-71.639809
10185.205078	-71.660606
10206.738281	-71.546082
10228.271484	-71.101532
10249.804688	-70.981010
10271.337891	-70.893997
10292.871094	-70.857864
10314.404297	-70.916580
10335.937500	-71.094879
10357.470703	-70.595840
10379.003906	-70.247086
10400.537109	-70.474556
10422.070312	-70.021965
10443.603516	-69.484047
10465.136719	-68.686134
10486.669922	-68.863487
10508.203125	-69.768394
10529.736328	-69.884438
10551.269531	-70.109802
10572.802734	-70.258865
10594.335938	-69.574173
10615.869141	-69.568123
10637.402344	-69.755997
10658.935547	-69.485413
10680.468750	-69.213547
10702.001953	-69.590614
10723.535156	-69.663185
10745.068359	-70.152267
10766.601562	-70.275787
10788.134766	-70.696144
10809.667969	-71.657570
10831.201172	-72.757530
10852.734375	-72.812767
10874.267578	-72.779854
10895.800781	-73.211548
10917.333984	-73.521057
10938.867188	-72.960579
10960.400391	-72.862366
10981.933594	-72.609520
11003.466797	-72.437172
11025.000000	-72.441650
11046.533203	-72.492538
11068.066406	-72.822769
11089.599609	-72.516365
11111.132812	-72.188553
11132.666016	-72.401169
11154.199219	-72.359177
11175.732422	-72.125893
11197.265625	-71.951439
11218.798828	-71.906334
11240.332031	-71.676414
11261.865234	-71.788719
11283.398438	-72.224091
11304.931641	-72.652473
11326.464844	-72.878395
11347.998047	-73.113747
11369.531250	-74.062874
11391.064453	-74.503860
11412.597656	-74.506538
11434.130859	-74.662689
11455.664062	-74.367538
11477.197266	-74.568306
11498.730469	-74.677452
11520.263672	-74.431068
11541.796875	-74.216507
11563.330078	-73.725960
11584.863281	-73.921623
11606.396484	-74.140045
11627.929688	-73.436043
11649.462891	-73.512802
11670.996094	-73.352318
11692.529297	-72.726471
11714.062500	-72.619514
11735.595703	-72.763100
11757.128906	-72.833710
11778.662109	-72.361023
11800.195312	-71.960968
11821.728516	-71.465248
11843.261719	-70.993210
11864.794922	-70.591568
11886.328125	-70.839172
11907.861328	-71.141769
11929.394531	-70.670753
11950.927734	-70.453949
11972.460938	-70.559128
11993.994141	-71.188599
12015.527344	-71.722725
12037.060547	-72.470337
12058.593750	-73.444046
12080.126953	-73.448143
12101.660156	-73.728668
12123.193359	-74.120193
12144.726562	-74.118073
12166.259766	-74.032143
12187.792969	-74.120811
12209.326172	-74.001335
12230.859375	-73.600418
12252.392578	-73.800201
12273.925781	-73.844437
12295.458984	-73.581924
12316.992188	-73.403450
12338.525391	-73.664116
12360.058594	-72.850166
12381.591797	-72.454323
12403.125000	-73.395905
12424.658203	-73.898315
12446.191406	-73.528702
12467.724609	-73.457268
12489.257812	-73.692795
12510.791016	-73.371841
12532.324219	-73.039200
12553.857422	-73.352150
12575.390625	-73.838058
12596.923828	-73.924698
12618.457031	-73.460983
12639.990234	-72.861870
12661.523438	-72.267929
12683.056641	-72.626778
12704.589844	-73.219803
12726.123047	-73.504990
12747.656250	-73.431519
12769.189453	-73.526245
12790.722656	-73.648972
12812.255859	-73.400208
12833.789062	-73.259789
12855.322266	-73.236008
12876.855469	-73.275963
12898.388672	-73.504692
12919.921875	-73.250023
12941.455078	-73.339691
12962.988281	-73.129410
12984.521484	-72.506584
13006.054688	-71.824112
13027.587891	-71.432701
13049.121094	-71.702682
13070.654297	-71.771423
13092.187500	-72.413445
13113.720703	-72.092216
13135.253906	-71.489586
13156.787109	-71.968674
13178.320312	-72.066505
13199.853516	-71.740204
13221.386719	-72.228432
13242.919922	-71.890312
13264.453125	-71.090927
13285.986328	-71.059143
13307.519531	-70.538322
13329.052734	-69.906708
13350.585938	-70.311066
13372.119141	-70.778557
13393.652344	-70.692642
13415.185547	-70.970367
13436.718750	-71.424355
13458.251953	-71.602089
13479.785156	-71.692787
13501.318359	-72.052536
13522.851562	-72.968529
13544.384766	-73.973717
13565.917969	-74.517250
13587.451172	-74.947273
13608.984375	-75.646332
13630.517578	-76.048096
13652.050781	-76.323448
13673.583984	-76.702019
13695.117188	-76.988724
13716.650391	-77.599937
13738.183594	-77.871483
13759.716797	-77.573174
13781.250000	-77.535271
13802.783203	-77.913574
13824.316406	-77.659866
13845.849609	-77.365501
13867.382812	-76.986198
13888.916016	-76.321678
13910.449219	-76.401291
13931.982422	-76.623413
13953.515625	-75.976753
13975.048828	-75.817169
13996.582031	-75.477219
14018.115234	-75.312325
14039.648438	-75.398438
14061.181641	-75.222389
14082.714844	-74.956123
14104.248047	-74.249290
14125.781250	-73.668808
14147.314453	-73.855209
14168.847656	-74.158806
14190.380859	-74.138885
14211.914062	-73.582085
14233.447266	-73.735397
14254.980469	-73.648293
14276.513672	-73.797646
14298.046875	-74.279182
14319.580078	-74.321785
14341.113281	-74.537582
14362.646484	-74.815247
14384.179688	-74.938278
14405.712891	-75.456902
14427.246094	-75.347984
14448.779297	-75.245476
14470.312500	-75.870140
14491.845703	-76.429848
14513.378906	-76.921982
14534.912109	-77.482582
14556.445312	-77.669846
14577.978516	-77.994331
14599.511719	-77.663437
14621.044922	-77.591637
14642.578125	-77.544540
14664.111328	-77.146255
14685.644531	-76.730072
14707.177734	-73.984253
14728.710938	-73.568542
14750.244141	-77.275078
14771.777344	-77.764931
14793.310547	-77.554070
14814.843750	-77.448837
14836.376953	-76.729668
14857.910156	-76.733139
14879.443359	-77.144287
14900.976562	-77.147293
14922.509766	-76.754768
14944.042969	-76.617844
14965.576172	-76.638390
14987.109375	-76.758560
15008.642578	-76.607628
15030.175781	-76.305824
15051.708984	-76.497841
15073.242188	-76.808121
15094.775391	-76.900085
15116.308594	-76.645340
15137.841797	-76.189690
15159.375000	-76.244919
15180.908203	-76.335037
15202.441406	-76.760170
15223.974609	-77.449074
15245.507812	-77.471313
15267.041016	-77.187889
15288.574219	-77.308853
15310.107422	-77.388809
15331.640625	-77.189636
15353.173828	-77.165016
15374.707031	-76.951996
15396.240234	-76.202652
15417.773438	-76.299843
15439.306641	-76.547218
15460.839844	-76.575691
15482.373047	-76.272926
15503.906250	-75.974648
15525.439453	-75.849792
15546.972656	-76.008362
15568.505859	-76.057953
15590.039062	-75.813004
15611.572266	-75.723885
15633.105469	-75.195999
15654.638672	-74.925552
15676.171875	-75.707687
15697.705078	-76.055962
15719.238281	-75.988693
15740.771484	-75.804909
15762.304688	-75.440643
15783.837891	-75.410637
15805.371094	-75.731651
15826.904297	-76.594322
15848.437500	-76.239174
15869.970703	-76.156921
15891.503906	-76.484306
15913.037109	-76.543770
15934.570312	-76.452187
15956.103516	-76.234032
15977.636719	-76.100136
15999.169922	-76.044304
16020.703125	-76.294327
16042.236328	-76.597397
16063.769531	-76.818436
16085.302734	-77.514008
16106.835938	-78.030655
16128.369141	-78.216682
16149.902344	-78.210785
16171.435547	-78.646004
16192.968750	-78.680786
16214.501953	-79.195763
16236.035156	-79.445450
16257.568359	-79.207520
16279.101562	-78.348846
16300.634766	-76.892265
16322.167969	-75.860809
16343.701172	-76.869659
16365.234375	-78.389427
16386.767578	-78.413345
16408.300781	-78.472603
16429.833984	-78.021950
16451.367188	-77.812027
16472.900391	-77.493935
16494.433594	-77.322372
16515.966797	-77.397858
16537.500000	-77.110039
16559.033203	-75.715797
16580.566406	-75.118698
16602.099609	-75.526939
16623.632812	-76.341553
16645.166016	-76.762062
16666.699219	-76.550705
16688.232422	-76.707253
16709.765625	-77.131004
16731.298828	-77.228653
16752.832031	-76.883247
16774.365234	-76.735992
16795.898438	-77.008705
16817.431641	-76.972488
16838.964844	-76.794441
16860.498047	-76.447968
16882.031250	-76.372940
16903.564453	-76.330505
16925.097656	-76.694115
16946.630859	-77.407654
16968.164062	-77.525833
16989.697266	-77.495125
17011.230469	-77.654144
17032.763672	-78.025810
17054.296875	-78.453041
17075.830078	-78.724556
17097.363281	-78.806702
17118.896484	-79.525917
17140.429688	-79.921303
17161.962891	-79.882484
17183.496094	-79.606384
17205.029297	-79.271980
17226.562500	-79.519791
17248.095703	-79.864143
17269.628906	-80.131630
17291.162109	-80.084457
17312.695312	-79.574219
17334.228516	-78.858513
17355.761719	-78.374016
17377.294922	-77.746048
17398.828125	-76.524399
17420.361328	-77.014999
17441.894531	-78.480103
17463.427734	-77.919632
17484.960938	-77.212852
17506.494141	-77.267868
17528.027344	-77.039352
17549.560547	-76.930244
17571.093750	-75.434479
17592.626953	-74.598030
17614.160156	-75.749840
17635.693359	-77.357605
17657.226562	-76.561119
17678.759766	-76.727097
17700.292969	-77.315117
17721.826172	-76.731216
17743.359375	-76.255257
17764.892578	-75.920273
17786.425781	-75.204140
17807.958984	-75.203285
17829.492188	-75.812538
17851.025391	-75.979828
17872.558594	-75.823158
17894.091797	-75.045692
17915.625000	-74.497246
17937.158203	-74.681732
17958.691406	-74.685097
17980.224609	-74.384468
18001.757812	-74.197975
18023.291016	-74.782112
18044.824219	-74.970383
18066.357422	-75.109337
18087.890625	-75.682198
18109.423828	-76.594406
18130.957031	-77.230247
18152.490234	-77.793098
18174.023438	-78.113594
18195.556641	-78.339241
18217.089844	-78.571190
18238.623047	-79.055870
18260.156250	-78.812943
18281.689453	-77.943687
18303.222656	-78.001289
18324.755859	-77.996185
18346.289062	-78.264359
18367.822266	-78.819298
18389.355469	-79.554085
18410.888672	-79.546555
18432.421875	-79.705200
18453.955078	-80.190811
18475.488281	-80.464470
18497.021484	-80.307930
18518.554688	-80.271034
18540.087891	-79.789589
18561.621094	-79.165100
18583.154297	-78.671928
18604.687500	-78.981361
18626.220703	-78.480591
18647.753906	-77.346634
18669.287109	-77.413139
18690.820312	-77.865601
18712.353516	-78.294693
18733.886719	-78.390991
18755.419922	-78.350456
18776.953125	-78.149864
18798.486328	-77.843590
18820.019531	-77.869835
18841.552734	-77.678764
18863.085938	-77.894325
18884.619141	-78.137558
18906.152344	-78.096107
18927.685547	-78.033142
18949.218750	-77.735802
18970.751953	-77.239647
18992.285156	-77.430893
19013.818359	-78.072311
19035.351562	-78.008560
19056.884766	-77.602264
19078.417969	-77.478073
19099.951172	-77.360794
19121.484375	-77.327133
19143.017578	-77.964478
19164.550781	-78.075081
19186.083984	-78.371140
19207.617188	-78.772072
19229.150391	-79.295250
19250.683594	-80.420601
19272.216797	-80.324005
19293.750000	-79.697121
19315.283203	-78.689606
19336.816406	-78.197418
19358.349609	-78.962387
19379.882812	-80.103691
19401.416016	-80.382149
19422.949219	-80.253197
19444.482422	-80.780678
19466.015625	-80.776894
19487.548828	-80.463371
19509.082031	-80.608551
19530.615234	-81.127235
19552.148438	-81.078194
19573.681641	-80.796883
19595.214844	-80.852806
19616.748047	-81.146896
19638.281250	-81.308029
19659.814453	-81.516739
19681.347656	-81.574966
19702.880859	-81.668755
19724.414062	-81.610748
19745.947266	-81.905373
19767.480469	-82.008690
19789.013672	-81.984055
19810.546875	-81.987930
19832.080078	-81.733986
19853.613281	-82.321388
19875.146484	-81.864372
19896.679688	-81.803261
19918.212891	-82.396072
19939.746094	-82.960777
19961.279297	-82.879089
19982.812500	-83.118561
20004.345703	-83.359695
20025.878906	-83.505089
20047.412109	-83.486389
20068.945312	-83.597847
20090.478516	-83.587234
20112.011719	-83.902237
20133.544922	-84.176399
20155.078125	-84.284264
20176.611328	-84.372391
20198.144531	-84.411140
20219.677734	-84.701813
20241.210938	-84.895164
20262.744141	-84.904358
20284.277344	-85.309196
20305.810547	-85.624062
20327.343750	-86.127121
20348.876953	-86.457199
20370.410156	-86.718719
20391.943359	-87.026657
20413.476562	-87.202026
20435.009766	-87.408875
20456.542969	-87.618515
20478.076172	-87.775360
20499.609375	-87.889580
20521.142578	-88.187820
20542.675781	-88.468506
20564.208984	-88.602280
20585.742188	-88.607468
20607.275391	-88.677498
20628.808594	-88.756287
20650.341797	-88.816895
20671.875000	-88.985664
20693.408203	-89.053452
20714.941406	-89.086418
20736.474609	-89.167679
20758.007812	-89.154869
20779.541016	-89.221344
20801.074219	-89.267586
20822.607422	-89.286797
20844.140625	-89.357689
20865.673828	-89.354439
20887.207031	-89.285423
20908.740234	-89.297775
20930.273438	-89.280701
20951.806641	-89.274887
20973.339844	-89.281914
20994.873047	-89.280952
21016.406250	-89.360786
21037.939453	-89.342369
21059.472656	-89.309761
21081.005859	-89.346382
21102.539062	-89.298828
21124.072266	-89.249435
21145.605469	-89.326050
21167.138672	-89.315987
21188.671875	-89.237938
21210.205078	-89.180321
21231.738281	-89.152283
21253.271484	-89.174538
21274.804688	-89.183449
21296.337891	-89.048401
21317.871094	-89.053055
21339.404297	-89.158836
21360.937500	-89.208740
21382.470703	-89.175209
21404.003906	-89.143211
21425.537109	-89.118553
21447.070312	-89.089310
21468.603516	-89.066505
21490.136719	-89.033615
21511.669922	-89.081566
21533.203125	-89.063148
21554.736328	-89.062408
21576.269531	-88.998825
21597.802734	-89.028763
21619.335938	-89.062134
21640.869141	-88.977547
21662.402344	-89.008614
21683.935547	-89.020180
21705.468750	-89.028976
21727.001953	-89.049500
21748.535156	-89.055466
21770.068359	-89.060860
21791.601562	-89.057938
21813.134766	-88.980209
21834.667969	-88.895088
21856.201172	-88.920601
21877.734375	-88.951424
21899.267578	-88.932442
21920.800781	-88.903732
21942.333984	-88.889320
21963.867188	-88.874962
21985.400391	-88.908264
22006.933594	-88.922073
22028.466797	-88.913620
